attr_name,Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control14,Control15
CENPE,4.56147302369648,4.58648482762661,4.84185756706771,4.99321941110608,5.12388360813502,5.0253491386716,5.35873603718541,5.35446837926527,4.47163031948396,4.65945746458127,5.28334796571882,4.89870350350605,4.00621733530694,5.05006841627075,5.10606416581343
CHL1,9.79744332854468,10.0804155556758,9.76452150508564,7.42658219987715,9.53955743805625,9.69914327757546,10.699471026095,8.07754599631754,10.1182148842205,10.9377218364586,11.163666972697,10.0376875246647,10.7723077103142,9.78992455937742,10.918307676962
CNTN1,6.84349580306368,7.03129458056575,8.17307877643118,7.04806267465471,7.27556902691044,7.44472881925063,9.49476949383199,6.51221148550027,8.17162050961911,6.91658372385873,8.06278519317765,7.44648696987645,8.49651677917928,8.61551798967743,9.18337482506264
COMBINAT1,5.30170962677206,5.47184246719797,5.44900466829472,5.94074611140299,5.5217813960269,5.32763180736692,5.36325847274789,6.81980244949581,5.46446756242704,5.84439805682903,5.78244691573608,5.76109328628635,5.65316310801579,5.45989998228864,5.73879105295018
CR608080,10.0147309259002,9.24920117291546,8.10379488277207,6.13460836409695,9.52570957937064,8.64735522585262,9.09091044190782,7.36071560418756,8.66260515756336,7.68844378838569,10.7749047085312,8.74484012710679,9.58801436232669,9.09668567363339,9.86944821813569
CTNNAL1,8.3028656900166,8.19027424343408,9.93651593142004,6.01021225665761,7.86031644859333,8.4850050749257,9.97984249419293,5.59655847988009,9.75507221880622,7.67101209427885,10.1924197740101,8.30162793661518,8.47934195350501,8.02476967053949,9.29668645584839
CX3CR1,9.63100231236031,9.9845054780584,9.02197427535127,7.46767838388356,8.87991872309105,10.6881005064028,10.9086870493076,7.56036566273074,7.80337420023481,8.39702690062585,10.749259919901,10.0057933747037,10.3707966097354,10.814965442319,7.670230939278
DAB1,7.0921715848433,7.35980263967351,5.85435017730169,4.64433363923274,6.47396485731318,7.11450752354054,6.29826026929778,4.65893165058706,6.4746845290802,5.92431013717631,7.28093183611527,7.37754700007737,7.01846622371537,7.65098594645832,7.50473748764583
DMD,10.2868890898192,9.95777371945417,10.1231338222964,7.68912767926192,9.71941011859531,9.22383994788906,10.5517573038316,8.13871205569129,10.1364333519201,9.8044829934797,10.2135772510421,9.39128049860837,10.0643125222956,9.99038404831981,10.7760230305747
DNM3OS,4.64050041054971,4.06718762774171,4.89630394075618,6.78455259378285,4.57537348319747,4.63196168318099,3.48905306949932,5.44458751006392,4.3204276672638,4.77260626695192,3.10635401496423,3.80838111704688,3.8904517708161,4.69388772117562,5.91919890133777
DQ593864,12.3011989673743,11.9528500240088,11.0410899804896,11.9269259235024,11.7784854310317,12.5127322993423,12.3183410662764,12.2069532118663,11.4801860554453,11.762066887889,12.5338351752394,12.1880676124654,12.2368091855921,12.1016175511963,11.0479449311195
EDNRA,5.25589464065637,5.1063785424433,7.00947539543734,8.07634326866502,5.86680429825297,6.53617570374699,5.71376915990414,7.40491873513944,5.46740722075207,8.26187263537246,4.7255057703945,6.60173655883478,6.02485031504293,6.8245888552631,6.09426204486514
EDNRB,9.30023363200898,9.15719395170679,10.0713983974648,7.96102109533944,9.48940523155797,9.2555784249779,8.94985953961454,8.95571798947362,7.72890988339304,11.1204569691632,9.03740512638105,9.56664143673811,10.3678611648303,9.99506876570015,7.98049453914017
ENDOD1,9.27156671875792,9.24171839821686,8.64866520515599,8.06789502091736,9.80398691621281,9.54283519474253,10.2972565968922,8.26900446216299,8.99175918444161,9.22664093811035,10.2078950190448,9.78670035888609,10.7460117705306,10.5101362246392,9.90233555225602
ERBB3,8.76676342432435,8.97781730592776,7.73519383446911,7.83212177346272,8.96490757398047,9.08048188341115,8.58246013734694,8.09473723458759,8.68659743458322,8.54270761917645,9.7896531878278,9.21237828461301,9.60558194742287,9.2513040604034,10.2055656062564
EYA1,5.26523979451003,5.1140663349624,5.00922601439409,5.62139666885532,5.20659826535568,4.83585990969935,4.89652719449979,5.31914775571307,5.0201136488894,5.15236966407073,4.79864793490831,4.89314259231987,4.98071786809028,4.9266029325114,5.03972068572222
FGL2,10.5098281899884,10.3289511671416,11.1068443457174,10.7723137817331,11.1521975068063,11.3976802539425,11.4150999085387,10.5762105298663,11.9214805976963,10.1801091385105,10.3866739937163,11.0908840798874,10.2183926440773,10.2267506271637,11.0053473803646
FHDC1,8.34280146053307,7.74569244272075,7.25603266329034,5.61850832989445,8.07789343418251,7.50791984292611,6.30022546374878,6.08701928286079,7.16601604785673,5.78339549060235,7.83938225720126,7.8521682074194,8.61440516834857,7.41923113281774,7.17267050333559
FOXD3,7.11324336046605,6.72457549940658,6.2752277641918,3.7307426875136,6.33296454367163,6.50822370722659,7.05001876363839,4.15861151732713,6.34938367892609,6.47360709102828,7.8726104248524,6.50340166369094,7.8263071809582,7.75135173427142,6.65601012671332
GAS7,9.87471003396174,9.50654312105719,9.23224144294009,8.69232784973684,9.93912579444867,9.85062534304546,9.25050781502336,9.20470082693155,10.128197332849,9.71661857140873,10.4069242990839,10.0731965581362,10.2369636105662,10.3296958606679,10.3524117298922
GATM,9.29579699195876,9.89428695480496,10.3176454367171,6.87563998220838,9.12559119226076,9.76226356165879,11.2268863193796,7.45738561203016,11.1481085628486,10.784935143166,10.8433832763157,9.79640495228261,10.2469392442116,10.7029221263904,9.86409233982051
GFRA3,8.99711688712472,8.59193805431166,10.1710032967203,6.79688637596408,9.0345914875845,8.15649899875585,6.96212798897098,7.29129158346261,9.09431238565704,9.88497647338612,11.1612818364874,8.85980310482897,10.0323517293327,10.4239464245311,10.2342939262334
GPM6B,9.96885553680566,10.0942789419721,9.17833997746337,7.74080233515019,9.9629678835103,9.4853021201357,9.33202716841726,8.12652153987789,9.53674238318642,9.17355713214039,10.6892228621333,9.68175604696428,10.4398779471982,9.91673899261783,10.3127767090832
GPR155,8.51287406418959,8.72531779247172,9.05182783514887,6.45960218289159,8.54157279181182,9.01432550575725,7.99065171701515,6.81508474483985,8.78084389166491,9.50380691430575,9.26394371620853,9.45446343662518,9.01140339742656,9.05818330699043,9.54023653548083
GRIK2,8.69768626032012,7.50000190157926,6.32082565112947,6.42429864909743,7.8790266814091,7.1067290324785,8.12767788389294,6.44264513230772,6.63216249539336,7.98586618209831,4.83160700039493,6.82863810269207,7.94468894384956,5.96586860875665,6.26931998112327
GRIK3,9.82675250465034,9.49921309877609,8.22224036958375,7.02304573150922,10.1271198871445,9.61766724563706,9.88945231092119,7.3495795760983,8.44254700726085,9.29755182435125,9.90926799718363,9.97206936433255,10.5996335829133,9.29962595091909,9.40707939059902
H3C2,4.28620311437497,4.40429628741014,4.43378284070671,4.68780579466551,4.45282516077406,4.92968800662132,4.95221339233575,6.06321772097675,4.3360315047799,3.92103595046101,5.21656450017239,5.17482967022023,4.08426904600705,5.45185659685019,4.8380894519392
HAPLN1,2.62576496191111,3.09709283805864,2.50588614312942,3.02653315799604,3.11059247979514,2.78906899586683,3.61754884680755,2.78384148744681,3.39834269530076,3.48783520483056,2.84492287743008,2.83348109386436,2.96244751529077,3.18520499132892,3.22629037115082
ITGA6,8.90868474766956,8.72833173865115,10.9594198047922,8.92988647781051,9.56936103326459,8.76287545177113,10.4316812407281,8.08697351673195,10.4834630505304,9.7168944682208,10.9716301473062,9.24772425804622,9.74114180958509,10.9943846686284,10.9325269469943
ITGB4,8.708197682173,9.0877574052568,8.76543891191701,7.97114099838605,9.72757890295504,9.43813021209469,9.94418675068012,8.45317125226411,9.39942466382444,9.08161651330271,10.1437630211246,9.60003671044216,9.80176689127329,9.01665972104592,10.7756181541591
ITGB8,11.3054536120761,11.3136361266994,10.5837177513636,6.10027112275594,11.300778160349,11.1008806739838,11.4293333249896,6.86969669117281,10.5408355052337,7.31750159312956,11.819188745827,11.599091686307,12.3853380950513,12.1118055085524,10.130257502902
KIF11,4.30201732498936,4.19909188343234,4.0084998786588,4.24682896645789,4.26604738002693,4.55732064443294,4.59611679762065,4.62482249740429,4.20497049183861,4.51396973722904,4.77332687866129,4.83077399329667,4.2299393147212,5.00258741723135,4.42054906946637
L1CAM,8.81545358106091,8.79639430041081,8.62142392819253,7.32560529024436,8.97170485286011,8.70012954426736,9.44029386817206,7.98948913734949,9.21334283580724,7.09812776695183,10.7726010422653,9.23944281886833,9.69557215658248,9.17305262773258,10.6047686370453
LETR1,7.08622942696731,7.25593116701323,7.67506021907708,5.92477138210334,7.39892170913522,6.59346471045513,6.04829082373221,5.32083607869069,6.83934986313517,6.83885155089321,7.52442202312243,6.99522420358692,7.70153412973104,7.47264538061827,7.57961328626927
LGI1,6.22722599735546,7.02695752180124,4.2378490888583,3.3610212845582,6.40190016525951,6.80389718465695,7.15483268699611,3.61803639136002,4.8428460281592,8.00771606028947,4.61432911341322,7.23137712314506,6.34413771314777,7.17096426898693,5.58946808116708
LGI4,8.84960595601444,8.74774961272195,8.14229047776722,7.31947256032813,9.13958700337595,9.05338794160285,9.05376541686964,8.00819868783205,8.50633857540566,8.23657126944831,9.57640129338512,9.31267268036029,9.45749604763117,8.69701717344516,9.90850478250374
MGP,5.89605810681127,7.01196660169292,10.2531497830144,11.0963048745352,7.8698207536282,8.97707689364207,7.46576711993829,10.9187856295621,6.89125921614886,11.2601119718049,5.54941184562903,8.56414342285218,6.96371559301518,7.81769846392727,8.21463341742386
MKI67,5.52469362894958,5.37606806791761,5.5569845273908,6.07137599719449,5.98954931941462,5.80156995932386,6.08014615156669,6.55321159893375,5.04259945906344,5.32900480024083,6.01576771147292,6.09068940842829,4.89088592386783,6.2405112580346,5.62132292764591
MROCKI,7.65714440795041,6.68142039740918,6.28562633858632,3.67681069565119,5.97249530281162,7.14148525445667,5.59022925364162,4.24124943704142,6.89149496770095,6.73926318787088,8.12018912606643,6.90780710933965,7.09290242743942,6.01247230410843,7.23072221490067
MXRA5,6.7786525129112,6.25464695587957,8.31161404534965,10.2838399835406,6.1879226664625,6.92417632159759,6.22279007498057,9.4741066133145,6.69587228145884,8.75869393670966,7.5217935267878,8.15527182986863,6.12225472808393,6.44994926658161,6.66244969920373
NKAIN3,6.91670968995115,5.95483854883999,6.26422357847377,5.81638939002767,5.99169043013707,5.18959111964898,8.69135953179094,6.64379800038706,7.30709924955216,7.61856718157901,8.2436443721615,5.48950014895575,7.26582826899482,7.79238056760298,7.95142389064862
NRXN1,10.006751825248,9.94775766298608,9.20908617916909,6.93631664274979,9.60252736806154,9.06346242095749,9.01932655509897,7.42727159523071,9.4840578447399,8.354437137084,10.6069346746156,9.55403654305101,10.6468436433311,9.73572930748147,10.021266229059
COMBINAT2,10.0433135753921,9.9819910868938,7.72951342594209,8.3906503741221,9.65295707124188,9.19487549638883,8.55927861368572,8.58644642051641,7.61174544113176,7.14012741312759,6.42167153390959,8.91422567022226,10.1575172648177,8.55040288659718,6.23707204639003
COMBINAT3,5.55288988215292,5.44841798782706,5.71180629808868,7.3802434426414,5.77980919555423,5.27687786806045,4.76244188794584,6.21495068834957,5.74799084815222,5.68722757649568,4.71442608961764,5.12124829021974,4.81280032404015,5.62224890133539,6.72970496289616
NUSAP1,5.27982927948334,5.1493301028273,4.98039815487039,5.36260188934583,5.37241433026072,5.52948638799176,5.69345998948523,5.73514187948884,4.66303839086975,5.24689638657489,5.69381059605732,5.78842587865143,4.98357528593893,6.02758023609577,5.17818665764531
OLR1,7.85018050217177,9.51940375114782,7.22867974455259,4.9024292937072,7.76130366782804,9.51782317317368,10.549132537715,4.71589504744178,6.84805329166184,5.10858033689557,9.69083838081442,9.30974690175978,9.74141324160441,9.93823496804718,6.21003108913544
P2RY12,6.89636366096321,6.58777640292954,5.32870808208008,4.1728040247391,5.71048517264022,6.70502408455903,8.31830805267578,3.99942727801997,5.77051394953176,4.4708928925478,7.31325309246211,6.02749370564471,7.51159594132189,7.47864272445153,5.36884125653464
P2RY13,7.51524909175039,8.88127428466801,7.93998459119205,5.74657847544131,7.65631861186499,8.61532955034309,8.82337121525799,5.21114153060333,6.16006554327589,6.13812900827293,9.22888793675773,8.49093876341903,9.06498883310177,8.02486404613026,5.54074500841293
P2RY14,6.98047489349294,7.27146135390979,7.80800255180662,6.94596725766933,8.4249703902653,7.6894063962973,5.58107808858872,5.67610166990929,7.29382926824617,7.28997220590723,5.03264611164384,7.2260411167999,6.99588557629256,9.35071034367897,6.92993198448599
PCDH18,6.86643560584562,6.77612257956879,7.024419918354,8.94807447056787,6.75731897443099,7.49026079509484,5.74450352782097,8.51738124288211,6.34781655114265,8.75597177030129,5.13277250460467,7.85554569495936,6.65195825751542,8.47979527504704,6.23203180935119
PLAAT3,8.79131187226932,8.79784339970487,9.75825413507525,7.50563520378672,8.8915846893802,8.95009111841309,10.2122542084599,7.30711088750216,9.8836637200538,8.64510929826045,10.2831904745441,9.38943913204871,9.67338650402582,10.3099442549692,9.83089136211337
PMP2,10.0294372524934,9.61273002174893,10.4032438691265,5.92944878585103,9.50011631339119,9.65199805232297,8.15918129521923,7.30473002799314,11.7251182895025,5.9687671439551,11.3926986426957,9.4350447142506,10.7323886924618,10.8972805107685,10.2321962875999
POSTN,5.43848533385302,6.98499863120495,7.90694325467683,9.77707311281754,5.81896245239241,5.82551359278913,7.1894535251987,8.89834389097493,6.48211602880938,8.28307397915847,6.21072694381418,10.1064288855798,5.46572779641776,5.22938284342342,5.78531725389547
PROS1,8.80036698548482,8.89482119958461,9.60468357661554,7.6367602689715,9.03647673131233,8.86521841512154,8.59181088276496,7.37060210997187,9.58629960099554,7.77213495883668,9.75820867810957,9.12413242359174,9.57920165899985,9.50438621808125,8.89777041747359
PTPRZ1,9.1245295133503,8.71406039168427,7.25795978369185,8.23943393348793,8.97167206170863,8.7297522134699,9.0670999880955,8.32761617606364,6.75719653067752,7.30671102337919,8.54436830109156,8.36826860938815,9.11061818935426,8.4041622631417,5.81416409497771
RELN,9.72517886021492,9.71411751154813,10.6129707711887,6.81772179766059,9.60009923454673,9.82177743238833,5.98982250938241,6.87931783507752,11.0397619607414,8.15813913024622,11.431609182459,10.3850768648372,11.3991383574063,10.5516419039008,11.2461309767106
SAMHD1,10.230202619761,10.3817021121099,10.2987454618047,9.16078302901042,10.1315247212157,10.3723989179014,11.2175662803259,9.56447136649526,10.2271655286911,10.4198833877905,11.2550945771669,10.6019005858075,10.8990556851689,10.5406336487081,11.4911547348851
SBSPON,7.68346289963149,8.09266503611858,9.83829128047862,6.38117318140612,8.6113218555038,6.96698342528099,10.1409257866849,5.96586851452132,10.0258242797898,8.185595362495,10.6716743967408,8.24599122285289,9.11074280183224,8.94911216748325,11.3244592132219
SCN7A,10.407956867558,10.1847627399985,10.4272626194478,7.06351854580892,10.2485634895181,9.15833014839907,10.6945941343409,7.88380588079661,10.3371504374267,8.03174101340856,10.7354783969455,9.91213382788259,11.0432405003445,10.2816449001943,11.0992239120934
SCN9A,7.92827413202233,7.37565796825792,7.77472179576248,5.65104280896253,7.62301083905325,7.77089025748593,8.08425815078853,6.24875172385305,8.05749409392888,5.82773134810254,8.77633579976209,8.0521530119325,8.46246004542943,7.83264265383302,8.71883797473183
SFRP2,5.04672519759417,5.79312018395681,6.79382767068328,11.1666498728124,5.71751480959704,4.57297893990245,5.41208495791044,11.79363277696,5.55667114857734,10.0000452693664,5.58996752841835,5.52356374754569,5.82012010899645,5.57474978089614,6.04873318920975
SHC4,7.87389857138725,7.64048362302853,7.55675079184735,5.99827365301187,7.72677562264065,7.98028276730968,8.85454198581237,6.48511542494923,9.47787354518686,7.07301193480371,9.07181447275461,8.28068415006967,8.40255781558115,8.66764819196846,8.71317173382423
SLC35F1,8.99277858859915,8.54379421452352,8.9550208472166,7.23716972900517,9.02825966807349,8.76668212288106,9.72017317797902,7.96583818796226,9.09351020849151,7.35096245948301,10.48551445902,8.68972475976521,9.80421433527417,9.58692211537761,9.87398940480561
SORCS1,8.20522477555323,8.28543804377147,8.17123656918286,6.23930020344429,8.20597121228014,8.35748221338863,10.1010231196241,7.03530153714069,9.9577878866782,8.9406418011007,9.89075076047784,8.47509301219658,9.35911304430839,8.15727598902586,9.99962787442839
SORL1,9.8291901150441,10.3576993076542,8.34215515985177,7.18870920476019,9.546421816583,10.7816562762604,10.686444317224,7.53176571213989,8.06217637631205,7.27866968702098,10.6594672205208,10.649789471305,10.8795412312721,10.4313930426882,7.48294494759956
ST6GALNAC2,10.1436054763616,9.76145452136474,10.7129151446032,7.10208920338187,10.2323962687116,10.2216681322952,11.0894454198031,7.69409691713142,11.2822897871588,10.4837667256005,11.8146637340489,10.331472826617,10.4136822758526,10.883145720936,11.7959220366453
SYT11,8.73595208878171,8.53148816916539,8.34059866272776,7.04146156986923,9.04645320180351,8.98797672935396,10.0244881738466,7.39727279454767,8.61347722528689,9.76550149371862,9.87062442628897,9.29210757926013,9.84673889811482,9.58797557934094,9.11156142541215
TGFB2,5.03824597298299,5.26548981526891,6.38156350519603,6.86165848618337,5.35465564679786,5.62098461699331,6.4476164266327,6.55004904045178,5.69279717349398,6.37483581782901,7.29972564059055,6.02435600139055,5.54547356441557,5.56349874883401,6.17895688383209
TMOD2,10.2953377626481,10.1258360968765,10.6796182695423,7.63578905146254,10.073263743607,9.80271014595698,11.1404516642552,7.86798096792384,10.8833660623937,10.0669628654502,11.478653112018,10.2700527556832,11.0242601502748,10.7470272823819,11.1865786177501
TNMD,3.67680963277417,3.86421946881237,3.83523016657635,4.31133738651897,3.75943177983969,3.70868705390236,3.66580064983692,4.24091767526793,4.04957269016831,4.87319601012042,3.63402730280418,3.75028470414254,3.82642639625513,3.81267480731712,4.09655794795209
TOP2A,5.12090383485095,4.78141172352247,4.86957814568795,5.46944464703798,5.56425087675585,5.45446016638094,5.40437791565338,5.73361799490473,4.38148879458672,5.00184811152706,5.3456624415579,5.51325884607421,4.48955991486126,5.86856617333867,5.01177527738712
TPX2,5.55865387075302,5.55814732726211,5.60745391688942,6.03057614388723,6.00104155527921,6.0383403082896,5.86262051987583,6.3410810953942,5.41091572904346,5.74895500507672,5.95554627764444,6.16085064512626,5.46588463420683,6.40138769482551,5.76112930187186
UGT8,6.91315185384486,6.98565434269148,8.32151624690582,4.65301023922944,6.75817835268852,6.99518078653462,8.37305347324435,4.6290824469872,9.68144635249739,5.5542990938886,8.8873503549801,7.46216825725479,7.40578601866698,8.00561710197233,7.70242481712598
WIF1,5.48511650812352,5.35165667194158,5.25847971523696,5.60781542005956,5.55623004826461,5.18128950708947,5.41615890602473,5.68499608783214,5.22876332578378,5.47948390408917,5.0911754639114,5.1896504792898,5.2933511198444,5.04745086565005,5.52166578210044
X65706,3.55521133890575,4.12973313068757,5.19157893995828,1.98308220002407,3.47036156952986,4.2805303967095,6.61513511919465,2.70910136875874,6.86046209979358,5.17076111817112,6.81507140773353,5.26050094778364,6.00291826255007,6.6913442657266,5.12229039648727
XKR4,8.81300919778126,8.35793657111575,9.57237270830935,6.49162091915501,8.82784144836456,8.73160113187066,8.65313418279677,7.08702510553093,8.67090983841766,10.1225552187942,10.6722849156922,8.95604696051243,9.25485799423074,9.37442243815154,9.76047324098572
ZEB2,10.3357979188364,9.98690310070756,9.78212091137389,9.20092993144971,10.0172365890495,10.02649279933,9.90971455202249,9.53248627397779,10.223130672477,10.349198256302,11.0500667850583,10.2365805454197,10.6843719097175,11.2147330279495,10.8414123336131
