attr_name,Tumor1,Tumor2,Tumor3,Tumor4,Tumor5,Tumor6,Tumor7,Tumor8,Tumor9,Tumor10,Tumor11,Tumor12,Tumor13,Tumor14,Tumor15,Tumor16,Tumor17,Tumor18,Tumor19,Tumor20,Tumor21,Tumor22,Tumor23,Tumor24,Tumor25,Tumor26,Tumor27,Tumor28,Tumor29,Tumor30,Tumor31,Tumor32,Tumor33,Tumor34,Tumor35,Tumor36,Tumor37,Tumor38,Tumor39,Tumor40,Tumor41,Tumor42,Tumor43,Tumor44,Tumor45,Tumor46,Tumor47,Tumor48,Tumor49,Tumor50,Tumor51,Tumor52,Tumor53,Tumor54,Tumor55,Tumor56,Tumor57,Tumor58,Tumor59,Tumor60,Tumor61,Tumor62,Tumor63,Tumor64
APOD,11.5510346644552,6.44680184823417,7.71575768955473,7.22600343151162,12.7939844614434,8.08439344293828,10.5363656599341,11.2519596736151,8.76394075290778,11.4393543226615,12.5058746526087,10.434145253964,8.01669383152724,10.2829144392936,11.4136431886161,11.766446909993,12.0771717639707,11.1057288809064,11.1884511871137,11.2804314320131,12.3797532315531,9.8748928420312,12.3520680664285,7.48707475949055,8.49983477788914,11.6391102641185,12.0553485707994,10.3104917360046,11.2081548038214,6.77125091099429,12.0831196016288,9.59519776647112,6.92456395417426,7.10290153078351,7.62644216701613,8.06551847202842,6.63889463490113,6.62086633592491,7.4578567929228,6.72675650077628,7.76135213454128,10.4935818881159,8.39879238815912,9.6845028194839,12.5267013585218,12.409171670309,6.6822018582395,9.30863401302609,12.6355689243049,9.96185862112926,12.1415234158578,12.7055789639947,11.25038386451,11.1222051023721,11.3092088099459,7.27165803304533,10.3513179391072,7.71930907357285,6.51207587721014,12.8662532116677,8.42502308522103,6.92717246634186,10.3274288197868,9.3217250548823
AQP7P1,6.37745609314383,5.4814877098052,5.55850008198674,5.68217457730888,10.7493069255394,5.97207530583962,6.30676557743781,5.86464970444125,5.66822260026273,5.9696650475804,7.57502874816681,5.66211029896244,5.36147426805154,5.90726388527146,8.34971899719171,7.30223020219173,5.71014403527096,6.3879433163571,6.31930894056964,6.10373752695121,7.37780589515488,6.72069389927723,9.91327068468049,5.77597375916418,5.88708906335157,5.99427662788321,9.46921439545004,7.42724168959375,7.32120890649939,5.68927809687476,5.70038371411432,5.90115445275101,6.13305875116824,5.94334470042093,5.84521027131875,5.54822113141368,5.58480697499966,5.78232341188306,5.60449470987961,5.57095407163655,5.73604010521994,5.95093315185016,5.82136043958218,7.28471688834051,6.28366160261509,6.11434757767633,6.46510752861368,5.69300906626972,7.8002363940799,5.78008176199006,5.71489289878898,5.87194403547004,8.02187370921515,9.3010285571561,8.53934371739939,5.70935179420433,5.80367659942993,5.97663800795179,5.70783431057807,6.13894529252375,5.73977127369817,6.03426195086148,5.68292902249567,5.7112649225234
AQP7P3,7.15533602835756,5.1932629421199,5.02791409784331,4.89979555889205,10.9878942459594,6.45144702165973,6.71521996354883,5.93732168946302,4.97838895931649,6.24217548473253,9.14365851000676,5.01461455339107,4.71727251603159,6.47778070699621,9.07503546779521,8.2185531485121,5.51987897223004,7.05269810753302,6.61043821463402,6.73248696701417,7.77230631006785,7.58851140484658,10.7146711073071,5.17379159180116,5.23254399059044,6.11563350340318,10.3860036413449,7.35772891639308,7.26276404740015,5.58586769291424,5.52337861624046,6.58992375959715,5.9210433124703,5.38858803057133,5.36931041199809,5.21851309609164,4.76028417920947,5.18836363398282,4.76616316694287,5.23941009169002,5.45705961835273,6.46908559631157,6.56428702839955,7.0878025388637,6.59977758596361,6.75537879981169,6.8231076914569,5.16154768047421,8.48096525457635,6.15978076969813,5.23546388853546,5.12996457189348,8.74391928423131,10.3748182967838,9.16532569138376,5.15355729626646,5.1891701997427,5.3654155640655,5.54058609306064,6.30324746359999,6.24813976772372,5.47919664884473,6.11564997243705,5.68561943326461
ARHGAP15,6.35281568629363,5.09689841370811,4.89516864250024,4.51213179727532,8.56813132728925,4.81805824832337,5.50510185954549,4.91512387759936,5.75365210489042,5.51779815944214,4.90195919199613,5.0857797453779,4.71438430594748,5.19210762572753,7.12309332763152,6.86808162816377,5.27413086370489,5.58430320307318,5.14086612292043,5.108888622207,7.71705142897356,6.49465655463632,6.74287184073654,4.85855551493612,5.06639566049131,4.75526680832231,4.66208938647971,6.35485746096335,7.57153928014955,4.40076071530319,4.83035805725298,5.09027321304591,4.84833725872498,5.2204719178209,5.26995428145882,8.26714784016582,4.45798566516097,4.46651701581028,5.2720329408686,4.37816128157747,4.81944443234108,5.1715550654107,4.92087257578625,7.62207499572961,5.44161046318663,5.90879751506094,4.43541158537529,4.63113148657569,5.71086259883496,4.91249535074777,6.1430599777256,6.07459135664213,5.42623085168507,5.38402561943638,5.85262398969804,4.62014093268657,5.08234506234306,6.77968175310628,5.01315846148473,7.06707789722824,5.0629940877507,5.01761050701585,6.23388229767483,5.2868453325741
ASPA,5.95690460757492,4.26090832011791,3.82100251482645,4.19387679132239,9.54183598647647,5.42520194506828,5.2675785079663,3.70011759259978,9.06357689079686,5.85453710568179,3.80661402420619,6.18742517087144,4.95232227123462,4.53249897129067,7.13585858489179,8.1944744548086,4.96591949249326,4.92100840692961,4.26224599573953,6.20138201672888,8.52576191746935,7.59628103090252,7.27361521572588,3.75883724917325,4.18666307673528,4.62884820812509,4.4591804174346,6.77228921581376,9.2097094838618,4.12744949754859,4.03439307918502,4.67086797483452,4.12408936823298,4.77890576810309,5.08648828878977,4.21745395592838,8.64492047635965,7.01655997629028,4.50392503067257,3.99666364465519,4.6196922738039,3.73279500624569,5.10890147111063,7.4045069833902,4.12484007013109,5.93710104118841,6.74172682188223,4.63857976801931,4.79129621635357,3.6875045550469,4.00694228646325,4.33305618470566,5.74847411627566,5.02431414110766,7.78467396823774,4.75863106934447,4.16008934808481,5.60889342499014,3.8773106505013,5.68831826275297,4.11788372035437,4.31041484428692,5.06454231003556,5.66924784159242
ASPM,7.94455594626514,9.74794438393146,9.54725024494488,9.68154186334033,6.33528510845307,8.76963303779902,9.06594916353911,7.85068546252867,5.52625111919628,8.06189742178225,9.43154634866927,9.71496506119868,7.20395522136426,10.1415172972455,8.79144948845369,7.15378393551635,8.09678438188868,8.6286758596189,8.81687037009532,8.76935148355738,6.51630771331571,9.51686356129105,8.61426771943603,10.3560885886082,8.32548223737648,7.70810328717414,7.84295683971487,6.58280884928801,7.09752658316261,10.6679056110402,8.73031034416686,9.93897854179587,9.60026884503402,8.13445180907059,7.28763158997923,10.1931379907816,6.23222075876067,7.90758765522335,10.177938965292,8.46004561989503,9.01634919754999,9.65336586005074,9.08892930162416,7.52199827319237,6.67700144941988,8.72704742518317,6.10272679530432,9.84708329264905,8.52265578116532,10.32677094028,6.48035541623012,6.12883914770395,8.56807159421918,7.76503993785651,6.10588961647325,6.82362743786055,8.86973795326672,9.31468214221287,8.75352678229766,7.21831501186806,8.77541758707683,9.1179906873809,9.33302629099352,8.34283964922446
AY927489,7.77698552062988,6.4706719473787,6.99908262359264,6.27493738989416,10.6079204112669,6.54364575240676,7.19895831787971,6.61830564437653,6.66360549773407,7.38561734165057,6.5398325431769,7.71131135244385,6.41148324188897,6.9394418731906,7.43714389997117,9.84999233722586,7.56973700947755,7.06839104658796,6.91892716877521,6.86060324436211,9.73380516007509,9.6186639659323,7.84580091794321,6.43689038020966,7.01980692919763,6.71744170503377,6.69078326803477,9.10539318527512,10.361527661542,6.33402822269946,6.56429869634431,7.00024719861591,6.81955463686189,7.22142116167557,7.28616450953846,6.52253092503897,6.45768820843023,6.88940632024452,7.35587077705718,6.37618941606244,6.82140629644145,6.60893512752074,7.13710931837964,9.32022847125328,6.93385639749739,9.10926258021791,7.04661729539795,6.60500792286432,7.23211953676542,7.08283863699587,8.02936078848125,7.64871618692426,7.00703241525487,6.79960210404114,7.72400171297973,6.76879200661089,6.85555820464586,10.5862464704188,6.60004508855874,8.33205525660969,6.84452568220899,6.90541217053975,6.49357280959446,6.32763827743821
BC017398,7.18354711214535,9.88214698724362,5.92951481017832,7.7851416868016,4.41104005019578,6.28709810273032,6.05497037623798,7.51173473719903,8.65814498883257,7.0527862711329,7.62400908615763,7.94217049393288,8.05930549705508,7.59455245277784,7.81687983546097,6.21239014277006,7.45553017159716,7.6185358980492,8.02893997810476,7.72266486283421,5.79083605317221,7.06971389932406,6.82598401009592,6.88116635152814,7.66681626308662,5.1178794235198,6.70101744706854,4.82836956702113,3.80096784537914,6.99433903370215,6.98979425344698,6.74010273588845,6.92313736063016,6.40404701949878,7.32356196855675,8.74728816477331,8.2084279363567,4.30634965977774,6.88862386725594,7.95202517124491,7.02464256325948,5.95251294868955,4.14566589357113,6.28948425767191,6.0800686354662,4.39492672187658,7.89893263858047,6.42864132904087,5.81293220921491,7.1418117540972,6.59063038338005,4.89858820440175,3.70437002207303,8.77181926642389,5.45174341250145,7.19889252053165,6.96517355409546,6.72420493151616,6.93575925501599,6.53293745916204,7.93697425339612,5.96474784768633,7.73684519623261,7.16216738014132
BMP5,7.68115364145613,3.45145022198708,9.65233601879692,10.7400384210572,3.34037791173726,9.49950510120316,9.00399465247458,3.94448691596863,3.46917647816425,8.98602476349342,7.34394540459666,10.4823450927701,7.59001312477786,9.31672345171881,3.35640942256157,4.14867083162661,10.0445638253529,8.97499182447373,9.92695519097314,9.49084369736316,4.62789066155362,10.0958833158164,6.87711264164677,7.02479981369674,8.34563402648793,9.19344629795908,8.13647501581581,3.91012340395443,3.66933371787119,6.42567621604101,3.69397902545082,8.34411182290338,8.13138910955708,3.75508806250929,4.40533538982371,3.41366061248091,10.0543294516497,3.47466356501147,3.45059476480556,8.30365949815251,8.33056003211217,8.72004433158231,7.49480642834045,6.54548158621353,3.4882537512243,3.65289431427114,10.0315676150707,9.35194855501195,4.21100126877544,8.69818648726742,5.63998263042168,5.78700691828398,10.5205344166003,3.37477675110638,7.24892639264309,6.28468029491157,10.4279789679812,6.28149385320147,8.9041600196936,9.70283654913371,9.04631816786732,7.52435924023801,8.86288039088994,9.40324381057994
BRIP1,5.96081150333775,8.3017618413923,7.27059661534604,8.04618452820805,4.75443893992299,7.10147728062912,7.11256581110656,6.6214899204567,4.9524206251949,6.40803271701914,7.16478794862363,7.20844551801777,5.76872961984069,8.12371776706569,8.38260797796192,5.95490735416434,6.64770349583738,5.88590213469482,7.05237465502221,7.10066031416464,5.05949390228192,6.09677754072606,6.63487041472034,7.89322520623281,6.41634783406304,6.01349938026828,6.23421003386026,4.54355918023359,4.82901409462703,7.8562567816742,7.37056597403257,7.05438896094794,7.63019937032855,8.15759229582963,5.18748814993017,7.5848758880431,5.0325846517711,6.06814121867551,8.66292432398205,7.10239691950462,6.92657280233483,7.56842582429716,6.65904170981394,5.39975116445522,4.66593751651451,6.14098097909708,5.63235080534987,7.28194639406192,5.83268462104676,7.57654558188589,5.02371226746507,4.67338146177592,7.14923211558645,6.01617329414244,4.34184164739511,5.78323022522818,7.70061013456483,6.87397001523702,8.38315650245372,6.58691136661916,7.91572824976828,6.57421618820391,7.52122028928279,6.26544943013783
