attr_name	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15
TC01000139.hg.1	11.4752366381157	10.3894339461107	10.2655550309531	8.59376045197193	11.2834541388236	11.3051250394839	9.68834407499558	8.19537084270191	10.3195081266209	11.5138219002948	7.65275164477738	12.0083295752309	11.4889331365356	12.6638667968468	10.1558044304112
TC01000725.hg.1	5.70605238919768	5.82902940375542	5.63400701217855	7.40606565906293	6.08380343512349	5.57352250536779	5.67087925424441	6.90580323382883	5.40614145323364	7.60350917505082	5.31925041241722	5.81879383851565	5.75554114251058	5.88009556118794	5.7837355080935
TC01001306.hg.1	8.73595208878171	8.53148816916539	8.34059866272776	7.04146156986923	9.04645320180351	8.98797672935396	10.0244881738466	7.39727279454767	8.61347722528689	9.76550149371862	9.87062442628897	9.29210757926013	9.84673889811482	9.58797557934094	9.11156142541215
TC01001805.hg.1	5.03824597298299	5.26548981526891	6.38156350519603	6.86165848618337	5.35465564679786	5.62098461699331	6.4476164266327	6.55004904045178	5.69279717349398	6.37483581782901	7.29972564059055	6.02435600139055	5.54547356441557	5.56349874883401	6.17895688383209
TC01002513.hg.1	9.82675250465034	9.49921309877609	8.22224036958375	7.02304573150922	10.1271198871445	9.61766724563706	9.88945231092119	7.3495795760983	8.44254700726085	9.29755182435125	9.90926799718363	9.97206936433255	10.5996335829133	9.29962595091909	9.40707939059902
TC01003519.hg.1	5.55288988215292	5.44841798782706	5.71180629808868	7.3802434426414	5.77980919555423	5.27687786806045	4.76244188794584	6.21495068834957	5.74799084815222	5.68722757649568	4.71442608961764	5.12124829021974	4.81280032404015	5.62224890133539	6.72970496289616
TC01003662.hg.1	4.2345445986186	3.95842831481742	3.7567921807951	4.38759007174586	4.39703896780732	4.0605955832374	4.13900921830899	4.33593826538084	3.68401226762792	3.88422575945696	4.14743764649371	4.2820583966964	3.45854280164657	4.53274144082364	3.89683753195544
TC01004447.hg.1	7.11324336046605	6.72457549940658	6.2752277641918	3.7307426875136	6.33296454367163	6.50822370722659	7.05001876363839	4.15861151732713	6.34938367892609	6.47360709102828	7.8726104248524	6.50340166369094	7.8263071809582	7.75135173427142	6.65601012671332
TC01005517.hg.1	7.0921715848433	7.35980263967351	5.85435017730169	4.64433363923274	6.47396485731318	7.11450752354054	6.29826026929778	4.65893165058706	6.4746845290802	5.92431013717631	7.28093183611527	7.37754700007737	7.01846622371537	7.65098594645832	7.50473748764583
TC01005935.hg.1	4.64050041054971	4.06718762774171	4.89630394075618	6.78455259378285	4.57537348319747	4.63196168318099	3.48905306949932	5.44458751006392	4.3204276672638	4.77260626695192	3.10635401496423	3.80838111704688	3.8904517708161	4.69388772117562	5.91919890133777
TC01006023.hg.1	6.34358507308827	5.78965080988822	6.20402733297875	6.43270697640167	6.23146463635005	6.06889765646828	6.02317542147372	6.56686465279424	5.53351343163732	5.75925680401837	6.49177898823623	6.50555418033268	5.56508504064591	6.63461813950907	5.96830084440247
TC02000904.hg.1	8.31805145861177	8.40108368125684	7.66021315185057	6.54709718099693	7.90193243342576	8.44576073262596	7.84750414653064	6.48605361275668	7.23911671309768	6.36145481658378	8.53693990311348	8.54515772393515	8.71691236843374	7.77571242933449	6.33040700351089
