attr_name	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18
HIST1H3C	6.24034788441179	99.3286367841966	13.9251722955179	17.1586212534868	9.23916396643737	19.58666589701	11.1019534061718	2.67369797849867	31.4662679143234	3.93269613433588	160.406611659881	12.0155695461588	14.3283446860908	36.5188345515788	6.82088311788039	2.22955763899943	5.67519193510276	39.36690534214
HIST1H2BH	12.4806957688236	182.854990443635	40.9051936180839	27.7177727940941	17.1584473662408	13.0577772646734	17.2697052984894	8.91232659499557	16.7820095543058	9.43847072240612	298.140910717659	18.5695165713363	52.2563159139784	70.3655592579202	21.2205252556279	6.13128350724842	12.0597828620934	59.8376961200529
HIST1H2BM	0	125.289530489157	13.9251722955179	3.95968182772772	3.95964169990173	0	13.5690541630988	3.56493063799823	4.19550238857645	8.65193149553895	159.839803844828	6.5539470251775	20.22825132154	29.3932082976122	3.78937950993355	3.901725868249	12.0597828620934	33.0682004873976
GABBR1	827.886152665297	384.898467538762	215.840170580528	130.669500315015	97.6711619309094	221.982213499447	430.509082083772	235.285422107883	316.760430337522	206.0732774392	141.135145948093	422.729583123949	407.936401651057	91.74243801982	104.586874474166	119.281333686469	356.118293927698	140.146183018019
TRIM10	37.4420873064707	883.799120477567	23.4987282486865	18.4785151960627	21.1180890661426	71.8177749557035	16.0361549200259	16.042187870992	27.2707655257469	14.1577060836092	649.56175605026	40.4160066552613	171.94013623309	26.7210984523748	53.8091890410564	11.705177604747	56.7519193510276	142.508197338547
C2	39.5222032679413	40.6344423208077	95.7355595316856	101.631833578345	88.431997964472	110.991106749724	44.4078136246871	20.4983511684898	39.8572726914763	203.713659758599	39.6765470536808	18.5695165713363	24.4424703468609	65.0213395674452	58.3564444529767	28.9842493069925	61.7177122942425	37.7922291284544
CFB	45.7625511523531	16.9310176336699	23.4987282486865	62.0350153010677	46.1958198321869	32.6444431616834	81.414324978593	16.9334205304916	20.9775119428823	110.902030988272	24.9395438623136	24.0311390923175	15.171188491155	32.9560214245955	20.4626493536412	14.4921246534963	25.5383637079624	13.3847478163276
EGFL8	24.9613915376472	91.4274952218173	20.8877584432769	9.23925759803135	17.1584473662408	19.58666589701	19.7368060554165	20.4983511684898	4.19550238857645	14.1577060836092	31.1744298278921	42.6006556636538	45.5135654734651	2.67210984523748	8.33663492185381	19.508629341245	31.2135556430652	11.0227334957992
AGER	39.5222032679413	50.7930529010096	18.2767886378673	7.91936365545545	9.23916396643737	13.0577772646734	24.6710075692706	18.7158858494907	20.9775119428823	5.50577458807024	20.405081341893	24.0311390923175	19.3854075164759	3.5628131269833	6.82088311788039	8.36084114624785	19.8631717728597	7.08604296158521
C6orf10	14.5608117302942	11.2873450891132	10.4438792216384	0	5.27952226653564	32.6444431616834	18.503255676953	20.4983511684898	14.6842583600176	4.71923536120306	4.53446252042066	34.95438413428	20.22825132154	0.890703281745825	3.03150360794684	3.34433645849914	15.6067778215326	3.936690534214
SLC26A8	14.5608117302942	123.032061471334	7.83290941622882	7.91936365545545	9.23916396643737	39.1733317940201	19.7368060554165	11.5860245734942	20.9775119428823	4.71923536120306	49.8790877246273	7.64627152937376	37.9279712278875	6.23492297222078	9.09451082384052	5.57389409749857	6.3845909269906	40.1542434489828
PNPLA1	12.4806957688236	42.8919113386303	6.09226287928908	6.59946971287954	10.5590445330713	19.58666589701	3.70065113539059	7.12986127599646	14.6842583600176	6.29231381493742	32.3080454579972	5.46162252098125	7.58559424557751	2.67210984523748	4.54725541192026	4.45911527799885	8.51278790265414	18.1087764573844
TSPO2	6.24034788441179	129.804468524802	5.22193961081922	5.27957577030363	9.23916396643737	13.0577772646734	7.40130227078118	1.78246531899911	2.09775119428823	1.57307845373435	48.1786642794695	1.09232450419625	20.22825132154	3.5628131269833	3.78937950993355	5.57389409749857	9.22218689454198	14.1720859231704
APOBEC2	2.0801159614706	32.7333007584284	19.1471119063371	9.23925759803135	14.518686232973	13.0577772646734	78.9472242216659	15.1509552114925	12.5865071657294	8.65193149553895	16.4374266365249	14.2002185545513	21.0710951266042	46.3165706507829	4.54725541192026	5.01650468774871	12.7691818539812	12.5974097094848
LOC221442	76.9642905744121	77.8826811148814	98.3465293370952	26.3978788515182	13.1988056663391	19.58666589701	78.9472242216659	58.8213555269708	33.5640191086116	33.0346475284214	30.6076220128395	69.9087682685601	123.898039344433	11.5791426626957	47.7461818251628	26.7546916679931	91.512469953532	31.493524273712
TREML1	4.16023192294119	48.535583883187	0	1.31989394257591	9.23916396643737	13.0577772646734	3.70065113539059	19.6071185089903	6.29325358286468	2.35961768060153	22.6723126021033	4.369298016785	10.11412566077	3.5628131269833	21.2205252556279	4.45911527799885	4.96579294321491	3.936690534214
TREM2	16.6409276917648	7.90114156237927	33.072284201855	69.9543789565231	15.8385667996069	52.2311090586934	7.40130227078118	4.45616329749779	20.9775119428823	63.7096773762413	10.7693484859991	3.27697351258875	3.37137522025667	24.0489886071373	1.51575180397342	7.80345173649799	7.80338891076629	11.0227334957992
TREML2	4.16023192294119	55.3079909366549	11.3142024901083	9.23925759803135	34.3168947324817	13.0577772646734	16.0361549200259	30.3019104229849	25.1730143314587	9.43847072240612	91.8228660385184	12.0155695461588	21.0710951266042	8.01632953571243	12.8838903337741	5.57389409749857	12.0597828620934	35.430214807926
VEGFA	199.691132301177	188.498662988191	297.650557816695	121.430242716983	124.068773263588	261.155545293467	159.127998821795	237.959120086382	197.188612263093	137.644364701756	126.964950571779	155.110079595868	255.381672934443	110.447206936482	122.775896121847	129.314343061967	122.016626604709	127.548773308534
