attr_name	ControlSkeletal1	ControlSkeletal2	ControlSkeletal3	ControlSkeletal4	ControlSkeletal5	ControlVastus1	ControlVastus2	ControlVastus3	ControlVastus4	ControlVastus5	ControlVastus6	ControlVastus7	ControlVastus8	ControlVastus9	ControlVastus10	ControlVastus11	ControlVastus12	ControlVastus13
1555090_x_at	8.20984456440829	7.62813385358489	7.50155441865694	6.5693653410645	8.26352943890295	8.31561737945387	7.67472096560296	7.33483445209808	7.49666671186676	7.38290575756749	8.13293309613359	8.10995507424558	7.52169346300797	7.58318507785741	6.25884859176793	7.0141017615094	6.2368688160467	7.052727802974
1555630_a_at	4.99876805432112	5.11312347075342	4.68976332857347	5.20186431614761	4.68109195273047	4.50849194808799	5.34443113865459	4.7914682271727	5.09217684413831	4.57266049229119	4.98412072925026	4.71236365362286	4.7277539594312	5.594019325305	5.3886801808824	5.07782463069426	5.55144268440714	5.1979725268232
1555778_a_at	4.89322352860697	4.22843595571049	4.26980560066646	4.88775448407905	4.14968675665866	4.18811996899295	4.12334471980327	4.23479605934429	4.4002836820857	4.67630478294028	4.20965223292348	4.42918726518768	4.39374080989748	4.22538274152295	4.14550079062035	4.2669930515472	4.55466659952155	4.16688906244698
1555797_a_at	4.73407733928247	4.75595295175523	4.5284192923424	4.06461243311496	4.53708391420543	5.32880770280579	4.04731763303531	4.63496967010933	4.11700953612828	4.14039036054876	4.62290303122542	4.22290267201476	4.65710781054714	4.69565410385986	5.39537244268429	4.93420463330584	4.0848728264585	3.96129276143392
1555868_at	6.87288268282382	7.13193745294408	7.23541282280568	7.88479287914663	7.46750896485911	7.20270651271614	7.14364100406621	6.69977094710408	7.90233736861828	6.65115983512578	7.03792774081028	7.20340096824294	7.05431266637101	5.48469374473923	4.66095528799584	4.41684226797731	4.50489354049566	5.19016980575192
1556060_a_at	4.8349803701334	4.93015826311422	4.75857616244928	5.15064807695589	5.16467299545864	4.76336656257005	4.55819379574054	4.89455333530432	5.30186180399284	4.79077615722486	5.41518356812722	5.17267625561089	5.2603833658907	6.12753119550291	6.25401313839254	5.71029802858394	4.93339636936946	4.67802603690122
1556325_at	7.92825486506044	8.11158470610662	8.18378892247638	7.38347141239226	8.51515749922992	8.23540250900094	8.51196417367725	8.40060237079222	7.73477245040441	8.17896627808946	8.17334683676292	8.16968406972302	8.47059730530001	7.35505006229505	6.48105184472497	7.73206507416057	6.33848544439959	7.02541660293568
1556416_s_at	4.28539387164372	4.75338146087208	5.4723289420307	4.30441478930985	4.75319116064325	4.49176741924535	4.25336881492708	4.93364639686668	4.27427946129119	3.90643830437694	3.7932021060816	4.03468481723783	4.4011540053495	5.09401801245066	5.91554008252489	5.9189576891534	4.8972546633628	4.44988236155141
1556499_s_at	7.14658042737835	6.73360132374325	6.04573713806388	7.28598714284802	5.97978684461072	6.80483385348391	6.2531146326307	5.42101327551138	6.57603510878027	8.21762371976286	7.08244242171591	6.86316214448154	7.59459622326983	7.24263192956326	9.34829831000145	7.38978169085678	4.98037308966916	6.7361711605228
1556638_at	4.81178715596185	4.64531442616022	4.91046482104679	5.12408747970171	5.21769063603121	5.39546316800862	5.04389287502407	5.37382498111218	4.8065456822961	5.12870171510369	5.49120867463574	4.96836799679787	5.55155623169688	5.55965514372934	5.44041590860075	5.64987125698487	5.5167589504062	5.20837361948303
1557994_at	8.676619641973	9.8957864850711	10.414109932154	9.82011057089107	10.4262731024008	10.1245998333015	10.1913483505232	10.3230178101169	11.4398527693662	11.2671335595302	10.1070458778853	11.3916422165989	11.3581399018509	11.6308400009053	11.9284140971332	11.8966412896236	8.4176841062412	8.92032618103542
1558160_at	3.34231690172304	3.68903746675102	3.69731380509758	3.47008585788327	3.39469160997526	3.8533394841084	3.63664050506513	3.53143053812693	3.50205544247691	3.53780480635519	3.44910593951227	3.39326629054838	3.26776277934269	3.61196748356155	3.53654830549848	3.4025302469398	3.73959384353246	3.3827232576725
1558199_at	3.04875269547685	3.73033051758783	3.42431308196164	3.54655921922914	3.4425412491131	3.47832671613348	3.68544040638057	3.75718634033823	3.61191151312064	3.65678884117999	3.49339775001021	3.29550521460407	3.7913835835172	3.38601280157507	3.86700108491304	3.72348780119434	3.80210964727689	3.95646153010156
1558279_a_at	3.0443861159362	2.99591352507192	3.07487732179053	2.81632890474363	2.83612284245305	3.06206179157567	2.99100262880788	3.22258721730909	3.12823937827813	3.137373713464	3.05566739122999	2.8970642593831	2.948011411244	3.09737810148709	2.99664116592341	2.83286363771399	2.73080661327355	2.84929027107705
1558541_at	4.09865598616362	4.11727728757974	4.28822039650818	3.97016984886695	3.93499772037868	4.15536011200511	4.29157314311724	4.04270580937596	4.21386030753685	4.26185813784909	4.14682121803263	4.06893142923551	4.28110441369422	4.0935857417166	4.10498872467523	4.28383292430608	4.11727728757974	4.35295799230935
1558645_at	7.02504674241579	7.44131951265951	6.78705998489966	7.03696510173734	7.62853699223266	7.74848634465776	6.78534840226777	6.812603732194	8.2357762242425	7.95076364962348	7.31938791910165	8.61232680989434	8.22993881421665	8.26102944721533	8.14045596574783	9.472726876238	4.51462493103565	4.99097683323014
1558747_at	3.61940815304441	3.78501578741991	4.43974251287079	3.65689590919584	4.18996594243225	3.98356510861315	3.79849956633116	3.87464564345173	4.48822204363266	4.39745079211167	3.89323035262086	4.92980565859362	5.18432721222628	5.74652264120233	6.24626983953652	6.06069056420536	4.37050220555918	3.71115074447177
1558953_s_at	4.70702324689993	4.65396496112698	4.42295501272742	4.25818080190014	4.27240205782508	4.50866600072725	4.48618366170782	4.51646229603433	4.5574846979571	4.53913186010017	4.19110134612198	4.57518939473279	4.45545986404562	4.86359656067587	5.21630028695379	5.06286662880546	4.71740878691512	4.79624835264438
1559400_s_at	5.00230699843001	5.43803364121237	5.62618437927962	4.28213601605228	4.54856115179695	4.88479987319847	5.34768912346707	5.61935872997306	3.885127544039	3.96378528806492	4.00755201394721	4.04838229936526	4.14851999807097	4.72227778404039	4.60545744968177	4.94918150324512	3.73170950965634	3.81056028559243
1559429_a_at	7.73316154874434	8.01116608771538	7.73071880838902	7.56838737686122	8.10086781705554	7.11780739867084	7.54739130838796	7.4437852972113	7.7646161782746	7.87097533410781	7.44550969223646	7.56014901614463	7.37405958946883	7.98747917121192	7.33421106930843	6.76878412375136	7.82526748019183	7.17833000489796
1559580_at	7.43748750659344	7.50582319859945	7.52664722279811	6.32493735116213	8.00446677719628	6.62334570046031	6.87905410326995	7.51269321715348	7.45129074907419	7.85372336971101	6.25282844520725	7.79253635780412	7.41121248459067	6.76828717026615	6.97837263666833	6.56701151773772	5.18591086721095	7.56039345933499
1559867_at	9.48346866076433	9.60401661215601	9.39957426181216	9.77612649983357	10.2446858844442	9.08997315211196	9.73305394146942	9.76874697262921	8.81789254583544	9.53873831311274	9.66392559201964	9.82974771398604	9.46211464367688	9.66402635231543	9.09595285374216	9.19590170189016	8.61535529326164	7.64862511013465
1561503_at	6.1286791588972	7.35908526891743	6.85264088719839	7.78507172148822	7.36888746997613	8.27678263717447	6.19049331964042	6.18709463852076	7.14493141272704	7.40205685976707	6.56502213028243	5.99145256752953	8.61797169682546	7.5673700466525	7.62171800711561	4.9501806152884	7.32773920589206	7.81649938513085
1561504_s_at	5.07207616121431	6.98946475552492	6.36402582920917	6.79112766766287	6.38801278234659	7.32279420784587	5.89346735697439	6.08849757504353	6.30455992949049	6.31537393438423	4.8257206832223	4.35831923597198	8.15383614825314	6.50049663889719	6.67041830074518	3.29955469566508	5.07029875805845	6.64118181699999
1562403_a_at	6.5064755000576	6.76291453268024	6.25612504278302	6.6890253600672	7.45446108634706	6.75524625828406	7.19293274652014	6.67531753164594	7.31854564249294	7.67033218986613	6.9116872421872	7.52051303490461	7.40934538151847	6.98364250207661	7.3466447070843	6.32883935271909	6.38671754039415	6.24965287239672
1564469_at	8.71621982519368	9.2543932966165	8.98614945692557	8.76411153345586	9.54404808651816	9.0903459449427	9.04347395250235	8.99170292826104	9.14188956901486	9.4922174754808	9.37476016945701	9.52813189927006	9.55023690931035	8.12509830623897	8.46996847520827	8.22548399111212	8.04557202123732	8.47101809078281
1566557_at	3.49573812914833	3.43967839607355	3.38062582015929	3.63631278463664	3.23646193704989	3.19499376241186	3.58733141389646	3.49939960873517	3.35264459591807	3.17861495604605	3.25001250610844	3.25921945782797	3.17281137852373	3.16341214388138	3.12739309049764	3.37013703306398	3.66151476665164	3.62903703125072
1568983_a_at	6.39365145753692	5.90290864780552	5.11278016509386	5.33889737613758	5.36648788712918	5.81564966453731	5.26091243411669	5.23201761485467	5.34097935782606	6.31737341025056	6.02564038372971	5.21250303691584	6.32848152184302	5.6000523264448	6.25884859176793	5.47848181179077	5.67165630260342	5.01345290875885
1569180_at	3.39954922264253	3.36724584276211	3.20394712821055	3.55776609342416	3.6446855826229	3.39833005642522	3.39188324164708	3.23813272171469	3.80660721291036	3.8885296919901	5.23479389234298	5.49256787768932	4.92020155780138	3.93853835209489	4.39559165064389	3.32571115071434	3.48665434621989	2.88908089895224
1569181_x_at	3.40329591510861	4.10858820740562	3.27864897149739	3.87362195622695	4.12596443283051	3.22103493545117	4.08675587382012	2.99734510044785	3.84098804799975	4.06173138729381	5.35561280612238	5.6766833774255	4.75333737079687	4.15277600422248	4.63110601338473	3.24410980389062	3.37465233673869	3.09129127823656
1569539_at	8.27980843649094	7.63305226418254	7.3022586577441	7.2921368574635	8.18447364065959	6.66035441117156	8.19712143502938	8.15701901926023	7.60638764586758	8.67993276308185	8.25510742709772	8.20907271019887	8.06648848567589	5.74912836739919	5.62875102527251	3.41696808749577	5.75697083821909	4.99043261629843
1569986_x_at	12.7566764705227	12.3392276601778	12.8105715631677	12.7405393607509	13.2357317368379	12.5083836537786	13.0390375703821	12.8311594860908	10.7761699217535	11.0114671427302	12.6734265823541	12.3602222955974	12.7294081023459	12.8671914682385	11.755129715881	11.4993236906831	13.3353272657846	11.5701440630611
1570332_at	7.79422868159932	7.28720930218814	8.03599698874105	6.62508214208255	8.1609390367364	6.33261737767754	6.53710098194596	7.32654143415365	8.00537114971258	8.33202071170449	7.64275890759625	8.11757749723236	8.18751153441492	8.22583984470121	8.16849792115862	5.22475716332928	6.33225687676396	4.29710597015058
1570515_a_at	7.01069550132612	7.76299197255259	7.89679216843011	7.47429341830384	7.87487505421038	7.77700302810944	7.79364005567674	7.87695680510616	7.97257899275711	8.09224267034986	7.62936065970238	8.21566387272387	8.34321717113586	6.40533124634905	6.87821346075074	7.10465991983648	6.30415156989307	6.04077450743768
200011_s_at	5.74350034429383	4.99731682433968	5.00606832856465	6.43035511853859	5.29740585967878	5.54273324390101	5.48007062179188	4.91900159910285	5.7548947178428	5.86716642726004	6.18018937107951	5.82937579722361	5.98399760045405	5.35827094214382	5.32202635251935	5.4478990736964	4.79919005870893	4.71881755636516
200599_s_at	7.88404970798461	7.84635094359556	7.76206243476366	7.39354919988252	7.74955084949719	7.60738733549056	7.79742594756054	7.93142739493618	7.21945799065834	7.63813132901682	7.54167035107955	7.66746913613582	7.99334081515963	6.91073643489054	7.99258739183949	7.94006709457248	6.08565812315271	6.95460781709701
200636_s_at	5.13989777887643	4.35641272592264	4.59071267015802	4.90346776451218	5.01154146278737	4.92243423791255	4.83579587702587	4.75144854330986	5.27561912954065	5.02978922924558	4.87361215726316	4.60565586543674	5.04312577564487	4.81015061842635	4.62334226312783	4.48309280687723	4.89419624496172	4.39240346092627
200644_at	6.05791611987092	5.96234734664731	5.42650401013777	6.82544170997966	5.93810131843523	6.51424621487323	5.93236095117732	5.27921827226882	6.44993251780603	6.24079348495016	6.45560200665132	6.06517655708069	6.64300595251789	6.43315896545598	6.57367235727092	5.73541794860903	6.20331303196737	5.87056477397244
200657_at	6.68618559678834	7.21262432689003	6.87021576649837	7.08121400503654	6.8258519975884	7.36240471725083	6.39363008961515	6.4164318066637	6.94607984517759	7.30655710048211	7.09188810493553	6.92356926897188	6.78292200620791	7.53189701567877	7.72395647990883	8.44012642342155	6.55879513548785	7.51370711660089
200677_at	7.77551248006188	8.12741003554682	7.92087188721254	7.404829803663	7.76082199481475	7.63473984230107	7.61990508901988	7.86985348185989	7.57356945507026	7.84698530421525	7.97109197515853	7.91101722076374	7.53402739677532	7.83254889858532	7.83894817622233	7.93754082703793	7.17427649801895	7.14954486363916
200703_at	7.21512892297811	7.78923219444722	6.57269571242477	7.39788379560254	7.38133707412847	7.73625548436834	6.75791434684121	7.23540146484749	7.42511064719725	8.05852274588791	7.54917403252294	8.09433331172415	8.40648515843048	7.86803962716561	8.18415366353109	8.27740507322721	7.58893201790494	7.38613676700041
200730_s_at	9.33971281563846	9.69886905675772	9.38601217824801	8.52917654625421	10.0732579275577	9.82967222043024	9.2901785133322	9.53442450876384	9.84538610716286	9.69471158492246	9.31356861133418	10.1131590702668	9.87344653446261	8.97138688071234	7.76976998093974	9.78353925015797	7.57161089771091	9.40463498819274
200731_s_at	10.0921656672243	10.0470780160296	9.56706096052082	9.37911578621307	10.598611902486	10.0681309119464	9.59421850906333	9.99388021222532	10.0430035976298	9.87081635131608	9.90624871383059	9.91342810960145	9.88092831503561	8.76406426677897	7.95685158217206	9.5926684122098	7.78874355045957	9.06678343468098
200746_s_at	6.93993563978696	7.13955194582737	6.44805253350987	6.7528166389667	6.81919472933278	6.71651358150021	6.89127113496475	6.42115781158133	6.48438408891571	6.45527222593372	6.90459328499708	6.86702827741066	6.51154090597367	6.53914281892581	6.95015991002716	7.24231450558484	6.85472958773431	6.72867832397101
200762_at	7.97961793522302	8.01891630613557	7.6118860779398	7.19115451572188	7.42612110771491	7.94044408428485	7.29909378610031	7.88291789703803	8.05307740711354	8.67928845549465	7.95122957960739	8.56537360092312	8.61338632567363	7.25847465513414	7.56375886417433	7.97607700021837	6.38344784473282	6.09451025439532
200772_x_at	7.58121731358219	8.06703898882655	7.74723492208105	7.92245149765685	7.63884233007864	7.87638780144858	7.76392208276634	7.81568483967864	7.82735770139344	7.91497257903378	7.86126021955781	8.25123071973664	8.36081007184543	8.92551326255913	9.31787794181877	9.30005643602606	8.16908016790605	7.27914594372816
200783_s_at	4.32543121096882	4.27558111192158	4.33744841167289	4.46291019448484	4.20643147276484	4.26079984529116	4.20939271205782	4.42244664647099	4.80362423888257	4.46566001823468	4.42253257927309	4.45186810404569	4.63071796445133	4.14004601406823	4.3367313452076	4.01474351554974	3.8669983327871	4.37264855737091
200832_s_at	8.15300709234122	4.83701523610141	3.62875234724347	3.5905510746291	3.630179273488	3.9459498958152	3.6575217411332	3.26031423725947	4.57688043618819	5.80760857477269	4.19230059812645	3.90894647747263	3.93810891954957	3.59081651743785	3.60404070562283	3.25721283924174	3.58497588625039	3.53232283836188
200881_s_at	6.64335681723347	6.30068684397392	6.5922267557405	6.2201203292531	6.61527905909468	6.31364673008812	6.45095116574873	6.01919135015975	6.73319856966065	7.05109574753059	6.00956441399728	6.60191742365293	7.04722112403106	6.63703025163103	6.70285525170897	6.70370108473074	6.60364548944646	7.87308608146131
200891_s_at	7.48278400537553	7.53768250593984	7.04574829998592	7.45782825419336	7.63376081878763	7.26584382442455	7.00124464302152	7.36935817130327	8.02209728174776	8.32334745039483	7.52325416010823	7.98583789397989	8.19455592969134	6.59649549948479	6.90507561363667	6.4793665828888	6.48657605386258	6.51377043412283
200923_at	5.5953920250921	5.20076500134733	4.75390615408138	5.42191573244053	5.05688427991855	5.27358593339098	4.76216480953424	5.00738868064473	5.45992934498443	5.24620756851273	5.25577697913816	5.21364983143458	5.11509805414755	5.35611232387303	6.27325012968176	5.96893958049149	6.164264458309	5.85283200928169
200943_at	7.13546808583023	6.88047296579482	6.70114905507671	6.91848210986733	7.08593796585297	6.90358456485952	6.54306218070011	6.89396668271143	6.70715305895548	7.1339975106011	7.02301417884925	7.64745933569473	6.79441194555692	8.03684235516211	7.87123093908108	8.00531181746022	5.31707200539501	6.10259600408998
200944_s_at	7.42033346099532	7.00138683890926	6.86748355272947	7.07721970163919	7.36619818062824	7.05899592310829	6.40066420923044	6.55947645838015	7.06553160308135	7.54712614909099	6.76101491652465	7.64118105194079	7.37571148306257	6.74242827003226	6.8683778061068	7.01155453451117	5.72777680945898	6.19898836853487
200953_s_at	5.15328995738615	4.37174828257816	4.10070966549019	4.28969861330682	4.02544252066457	4.43815083688683	4.20588124014286	4.04783897117817	4.08137557983983	4.94089303031731	4.62945956163919	5.09530881945369	4.20883759667445	4.25739387049277	4.22458316531423	4.24058178960252	4.39690628083722	4.23136454585866
200967_at	6.35971328317163	6.49874947926001	5.98448079309447	6.88777019324457	6.44319279850995	6.61762020918127	6.58578207375358	6.05720263067289	6.4425081843286	6.70045438339686	6.63504968522548	6.36132030110671	6.672568912513	6.69707825994797	7.59736649544017	7.42105083524914	5.50517387008879	5.6122123106765
200968_s_at	5.26091033704098	5.42969796032341	5.00077639152025	5.15746369227857	4.66069316084042	5.10985070353833	4.99876290105398	5.14417344730348	4.72461084454706	5.14813548425065	4.93916574674903	5.05035956338092	4.66720455217781	5.62061362152965	6.58587570194605	6.51284681854366	4.691800112075	4.53421850360946
200969_at	5.32798927519711	4.96976071377615	4.77428967083784	4.3579581337438	5.01432729106654	4.71893214330861	4.60431751406402	4.86104634657683	5.02386825835089	4.52283140414811	5.50463681571026	5.25060188705003	4.884115603916	4.21639494521798	4.24039920265183	4.10734754348146	3.67519699869004	4.00274235650426
200971_s_at	6.03811637140288	6.27148258883914	5.20465971624983	5.56217002865489	5.94821701265557	5.61743051791999	4.99160437118632	5.4932875297599	5.60320474955389	6.03927628877232	6.11531972663317	5.93221382677713	6.31734049541581	5.70100025459058	6.17824064725242	6.22027657842992	5.000465375944	5.76940249399052
200989_at	6.74974986636895	6.25639175090307	6.2978305066834	5.38081125333426	6.55326140366734	6.48867055583929	5.97071805757828	6.01386810447478	6.81824282348911	7.37204193964014	6.91406119287833	7.33478360179483	7.56140214136746	6.66323332409158	7.14967775749121	6.33872823941968	5.84026670565911	4.84399828515003
201012_at	7.37669029922769	6.23717853473559	5.34934506405376	6.66164859209348	5.91671727983042	6.25304293424587	5.65904152829375	5.94362757629836	6.00866061783608	7.3478641262913	6.51577178791601	6.64522463020365	6.80489344401853	5.1491204716762	6.53829483474077	7.67107547500972	5.83707780376334	5.70702738128289
201028_s_at	7.36057868367681	7.08872586553678	6.65147241508983	7.36035633955902	7.22360417514304	6.7304313626842	6.93699123500227	6.85404559784282	6.38893896813289	6.83196089197457	6.55514351584508	6.4184435424333	6.28430111954708	7.72725093992963	7.0611898301188	7.68856721734404	7.27373932539352	7.1400005466988
201029_s_at	8.9176972826921	8.8384022280262	8.56009049718255	8.77308480046322	8.65627327422411	8.75213691895066	8.79993317565561	8.93872566282964	8.24171235496221	8.97196816954549	8.36261260840058	8.51947206188606	8.98274471111856	9.39136954812987	8.85519386980878	9.33475875176248	8.91956506549895	8.40160929358286
201074_at	5.38620724255847	5.40930352949097	5.23439010942759	5.478089406978	5.95207358652918	5.52107793703475	5.8455100719762	5.61814340773189	5.88394087028911	6.22961573971121	5.89629056116918	6.56806623327571	6.05559155728048	5.69354181724296	5.80008719006511	5.30557058569734	5.76944831074357	4.98821203854185
201088_at	5.53241175246742	5.24154185461349	4.92249212569415	5.29142268259005	5.63465377531351	5.6889225966264	4.92639990185325	4.62808733030149	5.77339636944373	5.95860269026613	5.55259619590621	6.09244625426155	6.31214275905588	5.26237335133633	5.49098727005191	6.04541361503633	4.85677499108111	4.45586288085118
201128_s_at	5.75369992285997	5.43650452181304	5.18635277561458	5.5199369958979	5.38936423495787	5.87818390475309	5.61297572793518	5.1551922984136	5.6034927559943	5.89434253201586	5.65912967792854	5.79434181705314	5.81285752527213	5.9405082781585	6.40348157926748	6.06861757595637	5.66886077473329	5.4418470929804
