attr_name	Tumor1	Tumor2	Tumor3	Tumor4	Tumor5	Tumor6	Tumor7	Tumor8	Tumor9	Tumor10	Tumor11	Tumor12	Tumor13	Tumor14	Tumor15	Tumor16	Tumor17	Tumor18	Tumor19	Tumor20	Tumor21	Tumor22	Tumor23	Tumor24	Tumor25	Tumor26	Tumor27	Tumor28	Tumor29	Tumor30	Tumor31	Tumor32	Tumor33	Tumor34	Tumor35	Tumor36	Tumor37	Tumor38	Tumor39	Tumor40	Tumor41	Tumor42	Tumor43	Tumor44
1552301_a_at	4.08332844178131	4.2562145019838	4.27288813637392	4.89785452480402	3.85118359048092	4.57044442579615	4.49285842303131	5.81934153495517	4.65579288436597	3.83961954208963	5.41314722567355	4.51956600646789	4.67410303475089	4.55562745574648	7.28827227625709	5.00456792160446	3.90584447269234	4.18279969986715	4.84771237601348	4.08367876703988	4.51436350816667	6.44387567723035	4.50109611346186	5.19919556087606	4.43534653636657	6.67068315695579	4.44352804059322	5.29316886893814	5.8450044576758	3.88620568650939	4.37141195113576	4.5546738653655	4.44468577260965	4.44186140045736	4.69340520334195	3.92464854379266	4.95924473972552	5.37718285666952	5.24131511692035	4.19280408552344	4.85807692407307	4.66041247496997	4.13490070197695	4.41914151442087
1552309_a_at	3.23115847931191	4.51240386933959	4.33991553674224	4.71025013439044	3.42379761962039	6.00187038725767	4.4029352967817	4.79878013214271	3.6680761617972	4.35220651664132	3.02139348386648	3.5639614336401	4.77386200806594	4.38640111347081	7.72080644216732	5.42800400950056	4.2022438683788	3.41336244345302	6.1509222484161	3.07359212724317	3.48755205841377	5.4032941451489	5.52145452522118	4.56332080041789	4.23803678954584	6.85585113952948	4.01452485989053	5.96867800409933	6.67356458148382	4.35123938955281	3.41653764738468	6.14622802104885	4.75122649877814	5.60650399727861	4.03751399037716	4.1744871169616	5.18433259621952	4.86064125632345	5.14280085811703	3.77208372061838	3.86969911340732	4.46987763695221	4.38793589701659	4.61736835383415
1552474_a_at	6.32943215005559	6.40795321226366	6.69369989848311	6.84858802202564	7.86446108434035	5.75792032016194	7.30724692081587	7.46210513592676	7.35829419337969	7.19205380007326	7.42128202254294	6.83148839842948	6.89562526097611	7.03558191144488	8.11201415874105	6.7773250567951	6.22729294765989	7.29625485899109	6.64305829935097	7.2907837327479	7.53007592305119	7.71251235262948	6.87493212586855	6.64871858341385	6.96836600377855	7.06165566251945	7.37134591361789	7.04907003461701	7.59094873953259	6.72000437536747	7.08918209921829	6.89186537121456	6.97366785488799	6.77921678206681	6.95101352101334	7.02874900579191	7.01518708382526	6.97206529097062	6.5695316664853	6.77504807713117	6.98264823715533	7.20284955985845	7.14953529549178	6.89879786749822
1552491_at	4.59834067690905	4.91944452126298	4.45766857733572	4.54118952112981	4.61348467974353	4.36328259712277	4.44727058785268	4.55678744570922	4.75522014412715	4.51015801000347	4.51156246792207	4.70321111998	4.4382201522245	4.68801217269967	4.5672031113909	4.65764593380694	4.71669991538181	4.69764628399337	4.32694826312766	4.45227373207109	4.60261651129877	4.49949226178701	4.50468712187052	4.47276710102596	4.87281029767372	4.71669991538181	4.77639274375857	4.82774415816096	4.47728008077206	4.79241530488074	4.5835803377151	4.26146726233094	4.41719072993714	4.48127718872253	4.46002232927116	4.30482349828582	4.43954843175919	5.02393911243423	4.28859084529319	4.53106971041439	4.43918376567562	4.55410719583062	4.37029658605668	4.10396337254699
1552610_a_at	6.10522739539387	8.45958606639845	7.33768933964028	9.68885021915236	10.9654309218064	6.80569221350554	8.78085701342064	9.32772163248882	7.13704895126405	9.5141523096404	11.0415279569181	10.5612721924062	9.81846433420554	8.95680356888148	9.37270404403555	9.1979771532991	11.3041367100749	9.28297935183537	9.8301834270668	11.5409887820725	10.3688150035574	8.32787493210557	9.42611491515792	10.6768453278156	8.18843059144044	8.58010572388002	10.7926457013526	10.3047766224232	8.91171289750582	10.0699261340714	9.29453630654828	7.98991274302858	8.51414671421538	8.27152423243594	9.70495087296819	10.8294696871697	9.22006113025334	8.66233714750552	10.7490949822182	12.0372113674155	11.7093069686887	10.6557809226868	10.2756997976041	9.60320754389874
1552611_a_at	6.81138102464909	9.60605585882189	7.55942743311497	10.243480696234	10.7353823599754	6.77589366760929	8.94593080818566	9.27564607746683	7.15547576022217	8.9851063621157	10.91229158542	9.09192731177172	9.60170466349465	9.48251439098462	8.50444992650116	9.48486441357	10.009447142572	7.78747644363301	8.56501739174591	10.3593627416299	9.68207700134472	9.25522654864443	9.04055807468138	10.4773854073897	8.14979330870429	8.24909115788408	9.98454331698526	10.0058560217268	9.21785071692709	9.33045643244076	8.34429309034447	8.31495651937999	8.70842545834567	7.4640058689566	8.70824144219801	10.073637186071	9.40850016978904	8.41967620988654	9.2531590044711	11.1373145966663	10.6236180160566	9.87136831525543	8.49490402314427	8.02512430702371
1552731_at	3.16670259795236	3.65553941603387	3.44486657342683	3.1540405813047	3.43510146587056	2.92370866338107	3.087820000647	3.49704365890351	3.39813623562905	3.12707941445573	3.1807223517048	3.54596464137312	3.09197422600455	3.17036194044256	3.38847665835647	3.19149830553093	3.14147070742202	3.26732065083144	3.09002031819719	2.97874709859888	3.0972632998777	3.008410530843	3.06505744302778	3.24422336652683	3.42413147578722	3.42108740490384	3.08581766406928	3.13654606961116	3.65677661946603	3.46999078646839	2.83917699077374	3.20193718730586	3.41513261821301	2.99986708924174	3.1853027983556	3.19149830553093	3.30606013023137	3.53231435028334	3.22261127857397	2.9792504418121	3.2384793761195	2.84712258752704	3.17967410083101	3.39914572173109
1552732_at	2.75606256810642	2.76978571549029	2.74370296744194	2.73622305378301	2.82807493611831	2.61318230685621	2.5656725579175	3.05579860425533	2.95542761153762	2.73942679909749	2.60272392466222	2.86519290800347	2.74028711584605	2.84822625517016	3.24290970115923	2.60294543846936	2.68055147418265	2.71972175866679	2.76790792969092	2.686710190687	2.7290848990428	3.07726675026099	2.79493234800003	2.97024698474179	2.79860773957649	3.56983251857294	2.73464049200985	3.21965186260476	3.26604075239184	2.63432355556909	2.51628803046992	3.04140053987893	2.74301909108282	2.71680392232631	2.55351761335765	2.85377962026102	2.75940971701332	2.89566632471683	2.74979671353018	2.63391072185973	2.9219455054424	2.48364320384261	2.59313193660203	2.79183943350274
1552791_a_at	2.78342409441659	2.83543620276059	2.7752008296892	2.72421650984284	2.9379916153686	2.81567145838852	2.56176135567019	2.57930581500098	2.97487701274907	2.83593275055902	2.69513832362789	2.96898571781877	2.79741941978877	2.79561636146503	3.52579271419293	2.70616279031308	3.70467799143416	2.86975550197799	2.82553802791105	2.90373001874043	2.85386897564425	3.12491139868126	2.89583120346164	2.80808774281612	2.73667251338581	3.87681213589506	2.73667251338581	3.11264363798947	2.86595699261236	2.78245921499706	2.63143183938165	2.80126357616661	2.6172117281521	2.79405862455072	3.05549788142006	2.7928616688722	2.80458145318462	3.06967826190375	3.50566678008837	3.94391005184706	2.81360322076409	2.63638225257215	2.68694147272137	2.62265354829608
1553102_a_at	3.18825146398578	3.43090261322761	3.5268507303333	4.05059429963735	3.18932213007107	3.57326273109146	3.38385017454867	3.32901722812697	3.12562530623999	3.27320720203278	3.02764508591657	3.02352326655819	3.4639132065734	3.53867644898887	3.18280216046964	3.43320023190731	3.40905860859654	3.44969415524351	3.95011419199232	2.86455247447123	2.82986599292157	3.46561494914989	3.26174688985581	2.96016327254556	3.32237299552361	3.62593448506402	2.96904179006628	3.19748598885667	3.18945551300216	5.82417769298706	3.19384459113937	3.84418767485396	3.71676886000295	3.31545586922596	2.8103606272921	2.97765782585162	3.54398258007284	3.26524866963306	3.10830242799994	3.0250752317486	3.384600551904	3.91519229148263	3.29820478819867	3.89176498171515
