genes;condiciones
127733,7780,149465,100996301,27022,57402,9173,7433,6101,3855,85349,767566;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic7,Metastatic9,Metastatic10
127733,149465,100996301,27022,57402,9173,7433,6101,22941,3855,85349,767566;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,128218,1580,419,11185,84867,89,363,103504738,6928,2125,100423031,388555;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic9,Metastatic10
127733,84842,1580,163479,406903,419,84867,89,363,103504738,6928,2125,100423031,3780,388555;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic9,Metastatic10
127733,1580,177,3855,21;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,163720,149465,100996301,27022,57530,6097,57402,9173,81615,6332,84525,177,6101,55507,3855,85349,7080,767566,21,9914,128602;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,1579,149465,100996301,27022,9173,168090,6101,22941,6337,55507,85349,113218482,767566,201456,1556;Metastatic1,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,440590,128218,84842,1580,163479,284680,406903,105374373,419,11185,84867,89,363,103504738,57524,253982,6928,762,2125,100423031,3780,5349,388555;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic9,Metastatic10
127733,388633,149465,1580,419,11185,84867,89,363,103504738,6928,2125,100423031,284434,5349,388555;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic9,Metastatic10
127733,4070,149465,57530,6097,722,6439,81615,6332,33,84525,2160,117156,177,195814,653509,7356,3855,109729127,7080,21,728276,9914,128602;Metastatic2,Metastatic3,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,632,84842,1580,163479,406969,1746,406903,419,57575,11185,101929066,9699,1515,219793,196335,84867,89,363,5053,103504738,6928,2125,100423031,2208,3780,5349,5675,388555,9622,26609,340596,30848;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic9
127733,2327;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic9,Metastatic10
127733,1999,149465,1579,100996301,27022,9173,7433,153643,80736,177,168090,6101,105,7356,22941,6337,3855,109729127,85349,3856,113218482,767566,255189,728276,999,400578,3880,201456,1556;Metastatic1,Metastatic3,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,115019,149465,163720,1579,100996301,27022,57530,6097,57402,388743,9173,7433,11148,84239,84525,306,84059,177,168090,6101,195814,22941,3855,85349,113218482,7080,767566,255189,123624,728276,9914,3880,1556,7113;Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,722,149465,163720,100996301,27022,57530,6097,57402,9173,81615,6332,11148,84525,2160,84059,177,6101,195814,55507,3855,85349,7080,767566,21,728276,9914,6532,2277;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,6496,84842,1580,163479,406903,419,100506380,4062,84867,89,107984498,363,3229,103504738,6928,100423031,3780,388555,4606;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic9,Metastatic10
127733,6439,1580,57530,6097,81615,84525,177,3855,7080,123624,21,9914,128602;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,55289,163720,57402,7433,11148,306,168090,6101,22941,767566,123624;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,112268422,149465,1579,100996301,27022,9173,80122,8999,3248,177,168090,6969,6101,107984125,22941,85349,767566,255189,201456,1556;Metastatic1,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,80122,149465,100996301,27022,57402,9173,7433,6969,6101,3855,85349,767566;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,6332,149465,100996301,27022,57402,9173,7433,55507,3855,85349,767566;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,102465485,149465,100996301,27022,9173,81615,85349,767566,9914;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,11148,149465,163720,100996301,27022,57530,6097,57402,9173,81615,84525,84059,177,6101,195814,3855,85349,7080,767566,21,728276,9914;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,256076,1580,177,55507,3855,21,5349;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,131873,163720,1579,27022,57530,6097,57402,6332,11148,84525,2160,84059,168090,6101,195814,55507,3855,109729127,767566,123624,728276,2277;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,79740,149465,1580,7433,80736,177,107984125,22941,3855,113218482,255189,21,201456,1556;Metastatic1,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,27074,149465,163720,1579,100996301,27022,57530,6097,57402,4582,1999,115019,722,388743,6439,9173,55289,81615,6332,7433,11148,84239,84525,306,2160,84059,153643,57528,117156,177,5225,168090,6101,195814,79977,114569,105,7356,22941,23584,6337,3855,109729127,85349,3856,113218482,8796,253970,7080,767566,255189,123624,21,728276,999,9914,3880,201456,1556,4680,128602,7113,28824;Metastatic3,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,10568,149465,163720,57530,6097,722,6439,6332,84525,2160,84059,117156,177,6101,195814,105,7356,3855,109729127,7080,21,728276,9914,6532,128602,28824;Metastatic2,Metastatic3,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,886,149465,388633,9173,80122,6969,107984125,58524,22943,727897,85349,160728,246,284434,5349,3929;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic10
127733,8999,149465,1580,7433,80736,177,107984125,22941,3855,113218482,255189,21,201456,1556;Metastatic1,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,306,163720,100996301,27022,57402,7433,11148,84525,84059,168090,6101,22941,3855,767566,123624;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,57575,128218,1580,1746,11185,101929066,9699,1515,84867,89,103504738,6928,2125;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic9
127733,3248,1579,100996301,27022,177,168090,6101,22941,6337,55507,85349,767566,201456,1556;Metastatic1,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,2160,163720,100996301,27022,57530,6097,9173,81615,6332,84525,177,6101,55507,3855,85349,7080,767566,21,9914;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,1767,149465,1579,100996301,27022,9173,7433,168090,6969,6101,107984125,105,112577518,7356,22941,85349,767566,728276,400578;Metastatic1,Metastatic2,Metastatic3,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,153643,149465,1579,100996301,27022,57402,9173,7433,177,168090,6101,105,22941,3855,109729127,85349,3856,113218482,767566,255189,728276,400578,201456,1556,4680;Metastatic1,Metastatic3,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,117156,1580,177,105,7356,3855,109729127,21,728276,4680;Metastatic1,Metastatic2,Metastatic3,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,92304,128218,1580,11185,6441,84867,7356,103504738,728276,6928,2125;Metastatic1,Metastatic2,Metastatic3,Metastatic5,Metastatic6,Metastatic9,Metastatic10
127733,10917,149465,1579,100996301,27022,9173,168090,6101,105,7356,55507,85349,767566,728276;Metastatic1,Metastatic2,Metastatic3,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,80736,149465,100996301,27022,9173,7433,6101,22941,3855,85349,113218482,767566,255189,201456,1556;Metastatic1,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,177,149465,100996301,27022,9173,6101,55507,85349,767566;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
