genes;condiciones
127733,149465,100996301,27022,9173,7433,6101,22941,85349,767566;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,57402,100996301,27022,7433,3855,85349,767566;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,177,6101,3855,109729127,767566,728276;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,55507,149465,100996301,27022,6101,85349,767566;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,3855,149465,100996301,27022,9173,7433,6101,85349,767566;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,109729127,27022,9173,6101,3855,767566,728276;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,728276,149465,100996301,27022,9173,6101,3855,85349,767566;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,5349,149465,3855;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
7780,54112,57110,4062,401492,4892,107984498,3229,11081,4604,105369937,29895,284111,4606,128674,7125;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
149465,80122,9173,107984125,85349;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
128218,440590,284680,105374373,1180,57524,253982,6928;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
128218,256076,762,54084;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
128218,84867,284680,105374373,253982,6928;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
128218,762,440590,284680,105374373,1180,57524,253982,54084;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
84842,163479,6496,406903,419,100506380,89,363,103504738,100423031,3780,388555;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
84842,1515,163479,406903,419,100506380,84867,89,363,103504738,100423031,388555;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
84842,6928,163479,406903,419,1515,84867,89,363,103504738,100423031,388555;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
84842,2125,406903,419,89,363,103504738,100423031,388555;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
84842,340596,163479,406903,100506380,1515,84867,89,103504738;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
10103,4582,57111,115019,1510,255928,388743,112268422,100130449,2266,3248,100419743,153643,57528,135656,10551,10071,641384,100302161,100302170,8395,4583,4586,23584,113218482,255189,10595,999,218,55808,201456,126353,27134,3960,1556,1555,1048,54854,92086;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
10103,3694,4582,57111,115019,1510,255928,388743,100130449,2266,3248,100419743,153643,57528,135656,10551,10071,641384,100302161,100302170,8395,4583,4586,23584,113218482,2065,255189,10595,999,218,55808,201456,126353,27134,3960,1556,1555,1048,112268252,54854,92086,7113;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
10103,80736,4582,57111,115019,1510,255928,388743,112268422,2266,3248,100419743,153643,57528,135656,10551,10071,641384,100302161,100302170,8395,4583,4586,23584,113218482,255189,10595,999,218,55808,201456,126353,27134,1556,1555,1048,54854,92086;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
10103,157310,57111,1510,255928,3694,100419743,153643,135656,80736,10551,4586,3856,113218482,255189,55567,10595,999,218,55808,201456,126353,27134,1556,1555,1048,112268252;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
10103,79977,4582,57111,115019,1510,388743,3694,100130449,3248,100419743,153643,57528,135656,10551,10071,641384,100302161,100302170,8395,4583,4586,23584,113218482,2065,255189,10595,999,218,55808,201456,126353,27134,3960,1556,1555,1048,112268252,7113;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
10103,3856,57111,115019,1510,255928,388743,112268422,2266,3248,100419743,153643,57528,135656,80736,10551,10071,100302170,4583,4586,23584,113218482,255189,10595,999,218,55808,201456,126353,27134,1556,1555,1048;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
10103,55567,4582,57111,115019,1510,255928,388743,112268422,100130449,2266,3248,100419743,153643,57528,135656,10551,10071,641384,100302161,100302170,8395,4583,4586,113218482,255189,10595,999,218,55808,201456,126353,27134,3960,1556,1555,1048,54854,92086,8537;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
10103,116844,57111,115019,1510,255928,388743,112268422,2266,3248,100419743,153643,57528,135656,80736,10551,10071,100302170,4583,4586,23584,3856,113218482,255189,10595,999,218,55808,201456,27134,1556,1555,1048;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
1580,2327;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
1580,6439,177,3855,21;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
1580,11185,177,21,2125;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
1580,5349,11185;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
163720,4070,6097,79098,722,55289,200373,81615,151531,33,102465485,130367,11148,285335,131873,27074,306,2160,84059,353189,79908,155465,375612,93035,693188,120892,253970,123624,9914,361,66002,3249,100505495,4861,9476,391253,128602,105372793,728226,6523;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
163720,57530,6097,81615,10568,84525,306,2160,84059,195814,653509,253970,7080,146177,55282,9914,2277;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
163720,51208,6097,79098,722,55289,200373,81615,151531,33,130367,11148,285335,131873,27074,306,84059,353189,79908,5225,155465,93035,120892,253970,123624,9914,361,66002,3249,391253;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
