attr_name	Metastatic1	Metastatic2	Metastatic3	Metastatic4	Metastatic5	Metastatic6	Metastatic7	Metastatic9	Metastatic10
85452	0	0	127.175564470839	134.5132639353	207.341000044547	28.4340516642321	245.28552120151	88.1134386243907	2.72128615837417
54897	374.618021464156	2152.40966950819	1129.57178380931	423.424361257206	251.057475957553	228.657165466533	1377.45989452514	806.638479043286	441.52867919621
127733	0	0	15.0082964282356	2.92420138989783	28.1034488012187	0	482.621974586304	56.8732194757431	3.40160769796772
7780	0	0	0	0	0	13.0322736794397	9.08464893338925	0	0.680321539593543
1043	387.808796867823	728.581149191933	178.519736462171	797.137298886149	226.076632578692	0	266.861562418309	121.756751553704	48.9831508507351
2537	18.4670855651345	42.857714658349	60.8230960512708	223.993826466174	54.9578554334943	113.736206656928	589.366599553627	307.596003925146	8734.6482468415
149465	0	0	85.3103165394447	19.8845694513053	244.812265112838	5.92376076338169	828.974215171769	100.128907527717	14.967073871058
128218	2.63815508073349	0	64.7726477429117	1.7545208339387	0	0	23.8472034501468	72.8938446801778	2.72128615837417
84842	0	0	0	0	0	0	0	10.4134063828825	2.72128615837417
10103	0	3733.38314357174	151.662784959013	805.325062777863	437.78928021454	14.217025832116	78.3550970504823	225.089784122307	172.80167105676
1580	794.084679300781	28.5718097722327	742.5157180285	431.02728487094	104.919542191216	9.4780172214107	2394.94057506474	2249.29577870263	527.92951472459
163720	1276.86705907501	195.240700110257	188.788570860438	152.058472274687	0	0	549.621260470049	75.296938460843	59.8682954842318
1579	0	180.95479522414	101.108523306009	164.924958390238	0	3.55425645802901	281.624116935067	48.8629068735258	27.8931831233353
440590	0	0	18.9578481198766	0	0	3.55425645802901	0	16.0206252044347	1.36064307918709
388633	0	0	1.57982067665638	0	172.367819314141	0	2.27116223334731	40.0515630110867	6.12289385634189
4070	1527.49179174469	0	120.856281764213	698.884132185582	121.157090387476	0	358.843632868875	334.831066772685	73.4747262761027
100996301	0	0	0	0	0	1.18475215267634	55.6434747170091	0	0.680321539593543
27022	0	0	0	0	0	2.36950430535267	166.930424151027	0	1.36064307918709
54112	0	0	0	0	0	2.36950430535267	0	0	0
277	759.788663251246	2619.08256245466	330.972431759512	1077.27579203836	894.938714047697	210.885883176388	814.211660655011	293.177441241155	110.892410953748
163479	0	0	0	0	0	0	0	4.00515630110867	2.04096461878063
105371242	2.63815508073349	0	1.57982067665638	0.584840277979566	0.624521084471526	0	0	0.801031260221734	5.44257231674835
1513	2537.90518766562	14519.2413325896	9716.68707177508	10756.3823926002	1453.26056356524	7869.12379807623	632.518681987226	3647.89635904978	2494.05876414993
57530	2202.85949241247	0	430.501134388864	1179.03800040681	0	0	2444.90614419838	901.961199009672	321.792088227746
6097	485.420534854963	0	37.9156962397532	82.4624791951188	0	0	136.269734000839	60.8783757768518	6.80321539593543
57402	229.519492023814	85.715429316698	28.4367721798149	14.0361666715096	0	1.18475215267634	359.979213985549	40.8525942713084	10.2048230939031
4582	34106.0688837226	63348.4642333352	2913.18932775437	8343.91624593447	4794.4483654879	595.930332796198	8701.95809707023	4610.7359338363	1320.50410835107
57111	0	2166.69557439431	82.9405855244601	259.084243144948	78.0651355589408	0	129.456247300797	104.935095089047	20.4096461878063
