attr_name	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15
2928559_st	5.32293345304001	5.2562809263749	5.10406394610929	4.10033749720604	4.61182132897639	5.94688821979542	5.83243621497556	4.55712876845838	3.82501111254845	5.98829538760846	5.93277675677687	5.55710325801425	5.22503272074121	5.11661362346283	5.29503978269736
3022534_st	8.14256064018481	7.84259045179508	8.95100864583286	7.88353402901404	8.30068663697047	8.6525735233581	8.8820439062235	7.92515197972439	8.56328161537953	8.53697346389005	8.92899682560878	8.70829891149116	9.40399674681936	8.93079413258327	8.3158384624999
3213015_st	5.12344534290588	5.44529243893371	6.9488887755226	4.84753263771606	4.7257585601782	7.39812468851647	6.71809075610227	5.62128731009224	5.78000830010612	6.8358943167709	6.92027216277697	7.70393706263652	7.60416771817887	7.40224308784397	7.3211497087054
3213019_st	7.34655741671159	7.66760046672558	7.937456551872	7.33213772442599	7.73741471206012	8.3420510415343	8.4535208395946	7.49151309643558	7.95648624434236	8.34807841351814	8.47349578322286	8.60871332247426	8.3222646722278	8.76957017262555	7.96861216486274
3213021_st	7.55162481805886	7.74670715103302	7.47783691812095	7.09168881778564	7.36372088528183	7.71202783083802	7.53724472095706	7.43235876365496	7.45303799988305	7.97012538823647	7.71863195055238	6.99005263815191	7.48468451148149	7.96106628645819	6.16878767465526
3213025_st	10.509433544785	10.4337594845604	10.602037788286	10.2988386132754	10.1187625719973	10.8976130703059	10.5589052486157	9.9458973107023	9.95559618853049	10.4959235171945	10.5989089889438	10.4522504184492	10.471432745499	10.8004197510562	9.8046997352022
3213027_st	8.83419170165701	9.09163683027369	9.16762513329244	8.81664011648836	9.16971946738415	9.48068841405036	9.54480595128055	7.74713222279054	8.68346184177344	8.54594285012938	9.508785606226	9.52037046852636	9.16587752942523	9.45427372191665	8.94620366425218
3213041_st	8.20885515801323	8.53659289358889	9.27099379184135	8.90946145573245	8.51789052056173	9.33824824625692	9.34348320949735	8.0335427920442	8.48041792305797	9.30905141803759	9.16949649282262	9.27398764964671	9.11126676685939	9.58455571192619	8.44128021426946
3305613_st	6.70368769272297	7.93287014348439	8.13744630601518	6.73162282968233	6.39090745800467	7.75264678874915	8.46484389321608	7.05754866931983	5.09310209902013	7.15763701469137	8.09118546994763	7.65644909634478	7.65762532812462	8.3232125783095	7.72365167566997
3305617_st	6.55255095520812	6.11447185828881	6.34581623664258	6.44389148780302	7.02230006213319	6.93156303865365	7.00135726928516	4.21101504187414	7.26376157633978	7.44781746518011	7.05864499242194	7.72123054062085	7.58994906360284	7.70066075158334	5.97481904634951
3305622_st	8.63471997722577	8.40387591545541	9.41532774571414	8.95063959949536	9.51503900603564	9.23381738136571	9.65222138434096	5.07533756707636	9.32880323018115	8.40144759119352	9.31565168509498	9.45028513459114	9.86424527376371	9.2823705267835	8.3158384624999
3305631_st	7.57057799739412	7.79503414956922	8.50047723539228	8.30802316836508	8.56521141543795	8.17824047565279	9.08428759980739	7.08726378801807	8.08467504700758	8.49603296727222	8.79903637463191	8.63126998460702	8.54809113364512	9.13723494278983	8.10743346897188
3530232_st	8.25958766882004	8.44550789981539	9.32116125889258	9.04104837443952	8.17987568278547	8.62264894614482	9.17010557895208	8.28249325928794	8.15686978880739	9.19618801869303	9.02315821097558	8.93522538612897	8.56785873573902	8.92923894288822	9.11168858077553
JUC0X002528.hg.1	6.72016858706588	6.62658344425274	6.3664123196861	7.06035073144051	7.19324617424352	6.78269192302698	6.67647462201671	5.03837519983616	6.71196904436913	5.941416203427	7.11326699695614	6.89494740487801	7.3868992610238	6.99225059179266	6.66300587727253
PSR01050375.hg.1	7.6555034540237	7.54238489414672	7.69687585985179	7.5495799361966	7.69843149410095	8.13966062738379	7.78242636979384	7.6697787051865	7.58637060035521	8.12376943852873	8.0578572708408	8.27194258448654	7.84715280161053	8.14398416887914	7.44987057518444
PSR01050378.hg.1	8.96929579775972	8.94322408957625	9.08649461038412	8.46836220411114	8.95073309622622	9.48782303538907	9.19680664635951	8.94775359967036	8.86402496995616	9.05237474952385	9.19365941753978	9.38715162407146	9.3109039003529	9.56893077252506	8.68830907377944
PSR01050386.hg.1	8.19645740200101	8.33745405486125	8.83002294050612	8.61059602004701	8.46574984898269	8.90628738903489	8.87688292474544	8.25080259169005	8.27204026002332	8.87712031535469	8.97516829668765	9.0913816036132	8.91807811081228	9.33212992546674	8.16440295471167
