attr_name	Primary1	Primary2	Primary3	Primary4	Primary5	Primary6	Primary7	Primary8	Primary9	Primary10	Primary11	Primary12	Primary13	Primary14	Primary15	Primary16	Primary17	Primary18	Primary19	Primary20	Primary21	Primary22	Primary23
113219467	36.1268697695798	13.0258296582784	32.3812751213229	100.465414078914	30.0969068543165	29.750444242183	26.9002242066247	137.432620530611	76.8889604101545	73.7923431820771	115.525593343245	35.2316061423072	84.716242948534	81.0907434102526	157.442974522026	84.1990039002315	71.9808666975788	77.8325962617998	85.7948454010868	132.606582296805	55.3008735981174	32.643880074437	287.874322379835
85452	9.9660330398841	43.0854365619979	33.5805816072978	0	14.7413421327264	0	14.9445690036804	54.0568307420402	1.98850759681434	0	2.15935688492047	1.17438687141024	3.57955956120566	9.78681385985807	10.3429691291842	7.35719451555421	12.3395771481564	28.3764673871145	6.59960349239129	10.5836239391816	0	2.66480653668873	5.82741543279018
54897	208.040939707581	241.478842126546	292.031129334893	68.9862510008543	191.637447725444	53.1257932896124	140.478948634595	288.608503114283	51.7011975171729	87.9831784093996	116.605271785705	77.5095335130757	282.785205335247	100.664371129969	744.693777301263	156.136016941206	75.0657609846179	340.517608645374	270.583743188043	63.5017436350896	108.578544503621	233.836773594436	131.699588781058
127733	0	15.0298034518597	1.19930648597492	0	2.45689035545441	0	0	14.6594795232652	5.96552279044302	6.62238977275051	7.55774909722164	1.17438687141024	3.57955956120566	9.78681385985807	13.7906255055789	13.0794569165408	3.08489428703909	21.0796614875708	0	5.60309502662555	2.69760359015207	1.99860490251655	0
7780	0	25.0496724197662	7.19583891584952	0	8.59911624409043	0	221.179621254469	21.9892192848977	10.6053738496765	2.8381670454645	2.15935688492047	16.4414161997433	2.98296630100472	13.9811626569401	9.19375033705263	40.8733028641901	13.3678752438361	30.8087360202958	11.7326284309179	19.2995495361547	97.7881301430125	47.9665176603972	41.9573911160893
1043	80.9740184490583	46.0913972523698	32.9809283643103	0	335.97975610839	144.502157747746	16.4390259040484	10.0783921722448	41.7586595331012	82.3068443184706	5.39839221230117	5.87193435705119	33.4092225712529	12.5830463912461	19.5367194662368	38.4209046923387	44.216818114227	31.6194922313562	49.8636708314009	25.5252106768497	47.2080628276612	48.6327192945694	40.7919080295313
2537	286.523449896668	176.349693835154	555.278903006388	667.090349483989	1660.24365769832	280.504188569154	974.38589903996	306.01663504816	1143.39186816825	419.102667046925	798.962047420574	72.8119860274348	1599.46653059873	197.134393462855	758.484402806842	293.470314564885	270.44239916376	519.694731289726	563.166164684057	351.749854449271	1766.25595065207	10797.1298850286	4513.91599423927
149465	3.73726238995654	8.01589517432518	2.9982662149373	0	62.6507040640874	8.50012692633799	4.48337070110411	8.24595723183665	7.29119452165258	0.946055681821501	6.47807065476141	1.17438687141024	7.75571238261227	1.39811626569401	3.44765637639474	7.35719451555421	1.0282980956797	3.24302484424166	3.66644638466183	1.24513222813901	2.02320269261405	18.6536457568211	22.1441786446027
128218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99860490251655	0
84842	0	0	56.3674048408213	0	0.614222588863602	6.37509519475349	23.9113104058886	61.3865705036728	23.1992552961673	8.51450113639351	4.31871376984094	9.39509497128191	35.7955956120566	29.3604415795742	12.6414067134474	26.1589138330816	20.5659619135939	3.24302484424166	24.9318354157004	16.1867189658071	11.4648152581463	8.66062124423838	6.99289851934822
