genes;condiciones
113219467,84842,163479,6496,406903,419,10586,100506380,65998,89,363,103504738,100423031,3780,388555,57526,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,54861;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,441151,163479,6496,406903,222166,100506380,65998,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,222166,84842,163479,6496,406903,419,100506380,65998,89,363,103504738,100423031,3780,388555,57526,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,222183,6496,441151,222166,65998,64137,23562,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
85452,149465,9173,80122,1906,345895,56892,107984125,3240;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
85452,653082,149465,9173,1906,345895,56892,5555,3240;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
85452,6969,80122,1906,107984125;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,22996,57111,115019,1510,255928,388743,79083,51365,51554,200879,2266,3248,100419743,153643,57528,135656,80736,647024,340267,10551,285989,3983,4586,745,692072,7225,23584,113218482,9365,341676,1152,255189,117155,112268155,10595,999,218,3993,55808,2627,201456,27134,116844,1556,1555,1048,164312,26226,102723508;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,57669,115019,388743,54861,51554,84239,3248,100506658,57528,80736,340267,541473,285989,595135,3983,745,692072,7225,23584,113218482,9365,255189,117155,112268155,3993,2627,201456,116844,1556,57186,26226,102723508;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,54861,22996,57111,115019,1510,388743,79083,51554,200879,2266,3248,100419743,153643,57528,135656,80736,647024,340267,10551,285989,3983,4586,745,692072,7225,23584,3856,113218482,9365,341676,1152,255189,117155,112268155,10595,999,218,3993,55808,2627,201456,116844,1556,1555,1048,57186,26226,102723508;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,84239,57111,115019,1510,388743,79083,54861,51554,200879,3248,153643,57528,80736,340267,285989,595135,3983,745,692072,7225,23584,3856,113218482,9365,341676,1152,255189,117155,112268155,10595,999,3993,2627,201456,116844,1556,57186,26226,102723508;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,100506658,22996,115019,388743,79083,54861,51554,3248,153643,57528,80736,647024,340267,285989,595135,3983,745,692072,7225,23584,3856,113218482,9365,341676,1152,255189,117155,112268155,10595,999,3993,2627,201456,116844,1556,57186,26226,102723508;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,2324;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
