genes;condiciones
113219467,85452,54861;Metastatic1,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,54897,54861,8999,6337;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,128218,84842,1580,440590,284680,406903,105374373,419,105375355,102724057,89,363,103504738,253982,6928,7473,762,100423031,3780,1048,388555,57526,4574;Metastatic1,Metastatic4,Metastatic5,Metastatic6,Metastatic9,Metastatic10
113219467,84842,163479,6496,406903,89,103504738,23562,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic7,Metastatic9,Metastatic10
113219467,10103,22996,277,57111,112268422,54861,2266,80736,647024,10551,285989,222256,100302170,83481,22941,9365,341676,1152,55930,55567,10595,999,2627,116844,54854,100529240;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic10
113219467,1580,84842,6496,406903,89,103504738,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic9,Metastatic10
113219467,1579,1999,100129460,83481,6337,3880;Metastatic1,Metastatic2,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,22996,54861,80736,222256,9365,1152,10595,116844,57186;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,440590,6496,222166,65998,253982,4574;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,388633,84842,163479,692209,6496,406903,26797,100506380,89,103504738,23562,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic7,Metastatic9,Metastatic10
113219467,4070,33,79188,84851,155465,1080,693188,144535,391253,6523;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic7
113219467,9411,130271,9223;Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,276,278,9208;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9
113219467,632,84842,163479,406969,6496,1746,406903,419,10586,100874002,441151,4062,399726,390083,196335,89,64137,107984498,363,3229,11081,5053,103504738,24150,284111,8153,100423031,2208,3780,84518,5675,388555,4606,9622,23562,26609,57526,340596,30848,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic7,Metastatic9
113219467,112770,54861;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7
113219467,7203,1999,130367,9208,100506658,222256,79977,3856,79838,3880,57186;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,284680,84842,440590,163479,6496,406903,222166,102724057,84867,65998,89,103504738,253982,6928,7473,23562,57526,4574;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic7,Metastatic9,Metastatic10
113219467,26769,22996,277,112268422,54861,80736,285989,22941,10129,55930,55567,116844,54854,94059;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic10
113219467,57710,6496,65998,8153,6103,4574;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9
113219467,1999,9208,222256,3856,9365,3880,116844;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,105373265,440590,6496,222166,102723635,2619,65998,253982,4574;Metastatic1,Metastatic2,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,692209,84842,163479,406903,26797,100506380,65998,103504738,4861,57526,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,165186,84842,1580,163479,6496,406903,419,222166,4062,102724057,65998,89,64137,107984498,363,3229,103504738,93517,100423031,3780,388555,4861,4606,23562,57526,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic9,Metastatic10
113219467,130271;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,6496,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,9173,54861,653082,1906,80736,345895,100129460,56892,5555,9365,3240,116844,5349;Metastatic1,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,654433,3207,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7
113219467,57669,54861,100506658,7225,57186;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,80122,85452,54861,1906,107984125,116844;Metastatic1,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,6332,130271,57669,54861,11185,7225;Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,115677,54897,57669,54861,79740,84239,100506658,728643,7225,6337,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,10203,9411,105180391,93035;Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,130367,276,278,9208,222183,1132,28984,79838,4574;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,79083,85452,653082,284434;Metastatic1,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,9208;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,7433,57669,54861,100506658,65217,22941,57186;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic10
113219467,54861,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,776,57669,54861,1152,163131,57186;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic7,Metastatic10
113219467,201625,57669,115677,54861,79740,84239,100506658,7225,6337,57186,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,64332,163479,406903,65998,89,4861,4574;Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,55081,64332,441151,6751;Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,100130701,84842,163479,6496,406903,10586,222166,375612,102724057,84867,65998,89,103504738,253982,6928,4861,23562,4574;Metastatic2,Metastatic4,Metastatic5,Metastatic7,Metastatic9,Metastatic10
113219467,256076,79083,2324;Metastatic1,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,131873,130271,2324;Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,51554,54897,22996,54861,3248,153643,80736,647024,340267,285989,222256,3983,745,3856,9365,1152,255189,10595,999,2627,116844,1556,57186,26226;Metastatic1,Metastatic2,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,645843,277,278,130367,9208,54861,222256,79977,79838,57186,4574;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,79740,276,278,79908,65217,79838,4574;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,27074,7203,57669,9208,54861,100506658,79977,2619,9454,57186;Metastatic2,Metastatic3,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,10568,4070,389376,1080,124944,9476;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic7
113219467,285429,84842,163479,632,406969,6496,1746,406903,419,100874002,441151,222166,222183,4062,102724057,1515,399726,219793,390083,196335,84867,1132,65998,89,64137,107984498,363,3229,11081,5053,606,103504738,24150,93517,284111,8153,8313,100423031,2208,3780,84518,5675,388555,4861,4606,9622,23562,26609,6103,57526,340596,30848,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic7,Metastatic9
113219467,419,84842,163479,6496,406903,10586,222166,4062,102724057,65998,89,64137,107984498,363,3229,103504738,93517,100423031,3780,388555,4861,4606,23562,57526,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic7,Metastatic9,Metastatic10
113219467,56955,163479,406903,441151,222183,102724057,1515,84867,65998,89,84518,7125,23562,340596,4574;Metastatic2,Metastatic3,Metastatic5,Metastatic7,Metastatic9,Metastatic10
113219467,57575,84842,163479,632,406969,1746,406903,419,10586,100874002,219793,196335,65998,363,5053,100506686,103504738,93517,100423031,2208,3780,5675,388555,4861,9622,26609,57526,340596,30848,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9
113219467,653082,54861;Metastatic1,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,92304,85452,57111,123872;Metastatic1,Metastatic3,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,2324;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,79908,65217,57186,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,780,130271,57669,54861,100506658,541473,83481,595135,9365,116844;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,26797,6496,100506380,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,5961,54897,54861,51554,79740,3248,100506658,80736,340267,285989,595135,9365,255189,116844,1556,26226;Metastatic1,Metastatic2,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,441151,6496,23562;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,114327,277,54861,64332,645843,100506658,80736,340267,285989,7225,121512,10129,9365,79838,2627,116844,57186;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,346007,649946;Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic9,Metastatic10
113219467,345895,85452,54861,653082,1906,100129460,56892,3240,116844,5349;Metastatic1,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,340267,277,130367,9208,54861,64332,645843,84239,100506658,80736,222256,79977,7225,3856,9365,79838,2627,116844,57186;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,222166,6496,65998,3780,4861,57526,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,100129460,1999,83481,3880;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,441251,9208,64332,4233;Metastatic2,Metastatic4,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,541473,9208,26226;Metastatic1,Metastatic2,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,222183,84842,163479,6496,406903,222166,102724057,1515,84867,65998,89,4861,23562,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic7,Metastatic9,Metastatic10
