genes;condiciones
113219467,85452,54861,653082;Metastatic1,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,54897,54861,6337,9365,1152,57186;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,128218,84842,1580,440590,406903,105374373,419,105375355,102724057,65998,89,363,103504738,57524,253982,6928,7473,762,2125,100423031,3780,388555,57526,4574;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic9,Metastatic10
113219467,84842,163479,406903,100506380,65998,103504738,3780,57526,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,1580,84842,163479,6496,406903,419,10586,4062,65998,89,64137,107984498,363,3229,103504738,2125,100423031,3780,388555,4606,23562,57526,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic9,Metastatic10
113219467,1579,8999,222256,6337,3880;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic6,Metastatic7,Metastatic10
113219467,22996,54897,277,54861,51554,153643,80736,647024,340267,285989,222256,3856,9365,341676,1152,255189,10595,999,2627,116844,57186;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
113219467,440590,84842,163479,406903,222166,102724057,84867,65998,89,103504738,57524,253982,6928,7473,3780,57526,4574;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,388633,84842,163479,692209,6496,406903,419,10586,26797,100506380,646480,4062,65998,89,64137,107984498,363,3229,103504738,100423031,3780,388555,4606,23562,57526,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic7,Metastatic9,Metastatic10
113219467,276,278,6496,9208,441151,222166,64137,28984,606,102466759;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9
113219467,632,84842,163479,406969,6496,1746,406903,419,100874002,196335,65998,363,5053,103504738,8153,100423031,2208,3780,5675,388555,9622,26609,57526,340596,30848,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9
113219467,112770,54897,54861,6337;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7
113219467,7203,6496,441151,222166,222183,1132,23562;Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
113219467,284680,84842,440590,163479,6496,406903,100130701,10586,222166,102724057,84867,65998,89,103504738,253982,6928,7473,7125,23562,57526,4574;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic7,Metastatic9,Metastatic10
113219467,26769,276,278,9208,100129460;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic9,Metastatic10
113219467,57710,222166,65998,606,6103,4574;Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9
113219467,1999,9208,54861,153643,80736,222256,3856,9365,1152,10595,999,3880,116844,57186;Metastatic1,Metastatic2,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic10
