genes;condiciones
27237,81607,6690;Control1,Control3,Control4,Control6,Control7,Control8,Control9,Control10,Control12,Control15,Control17
27237,2328,101927750,2019,134285,389336,285987,4004,105371927,5653,5650,729442;Control1,Control3,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control17
27237,554279,2019,389336,5653,5650;Control3,Control5,Control6,Control7,Control8,Control9,Control10,Control12,Control13,Control15,Control16,Control17
27237,55765,6690;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control12,Control15
27237,115019,389336,105374986;Control1,Control3,Control4,Control5,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,100422894,2328,101927750,2019,134285,285987,4004,5653,5650,28809,729442;Control1,Control3,Control4,Control5,Control7,Control8,Control9,Control10,Control11,Control15,Control17
27237,58,134285,389336,285987,4004,5653,5650,101929707,28809,729442;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control16
27237,6664;Control1,Control3,Control5,Control7,Control8,Control11,Control12,Control13,Control15,Control16,Control17
27237,1058;Control1,Control2,Control3,Control4,Control5,Control7,Control8,Control9,Control11,Control12,Control13,Control15
27237,101927750,389336,285987,4004,5653,5650,729442;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control17
27237,28946,134285,389336,285987,4004,3502,354,5653,5650,28809,729442;Control1,Control3,Control4,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,27178,2328,285643,101929707;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control8,Control11,Control13,Control17
27237,2019,389336,5653,5650;Control1,Control3,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,1745,101929707;Control1,Control3,Control4,Control5,Control6,Control7,Control9,Control10,Control11,Control13,Control16,Control17
27237,101927687,2019,134285,389336,285987,1749,105375690,4004,105371927,5653,5650,729442;Control3,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,105377123,105374986;Control1,Control2,Control3,Control4,Control5,Control7,Control8,Control9,Control10,Control11,Control12,Control15,Control16
27237,1295,58,2019,134285,389336,285987,4004,105371927,25818,5653,5650,729442;Control1,Control5,Control6,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16
27237,8419,79674,389336;Control3,Control4,Control6,Control7,Control9,Control10,Control11,Control12,Control13,Control15,Control17
27237,79674;Control1,Control3,Control4,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,10460;Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control11,Control12,Control15,Control16
27237,112268460;Control3,Control4,Control5,Control6,Control7,Control8,Control11,Control12,Control13,Control15,Control16
27237,100506827,115019,134285,389336,105374986,285987,4004,5653,5650,101929707,28809,729442;Control3,Control4,Control5,Control7,Control8,Control10,Control11,Control12,Control13,Control16,Control17
27237,3512,389336,354,5653,5650;Control1,Control3,Control4,Control7,Control8,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,345079,389336;Control1,Control3,Control4,Control6,Control8,Control9,Control10,Control11,Control13,Control15,Control16
27237,4825,101927750,389336,100506895,285987,1749,4004,25818,5653,5650,105373150,729442,8471;Control1,Control4,Control5,Control6,Control8,Control9,Control10,Control11,Control12,Control13,Control17
27237,102467080;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control15,Control16
27237,134285,389336,285987,4004,5653,5650,101929707,28809,729442;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,101929215,101927750,134285,285987,4004,4973,5653,5650,729442;Control1,Control3,Control4,Control5,Control6,Control8,Control9,Control10,Control11,Control13,Control15
27237,5307,115019,134285,389336,105374986,285987,4004,25818,5653,5650,28809,105373150,729442;Control1,Control4,Control5,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,6690;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control12,Control15,Control16,Control17
27237,389336,5653,5650;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,105374986;Control1,Control2,Control3,Control4,Control5,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,102723724;Control1,Control2,Control3,Control4,Control5,Control6,Control9,Control10,Control12,Control13,Control15,Control17
27237,101927354;Control2,Control3,Control6,Control7,Control9,Control10,Control11,Control12,Control13,Control15,Control17
27237,100506895,389336;Control1,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control17
27237,1749,389336,5653,5650;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,105375610;Control1,Control2,Control4,Control5,Control6,Control7,Control8,Control9,Control11,Control12,Control13,Control15,Control16
27237,157570;Control1,Control2,Control3,Control4,Control5,Control7,Control8,Control9,Control12,Control13,Control16,Control17
27237,245972,2328,28946,2019,134285,389336,285987,105375690,4004,3502,105371152,105371927,5653,5650,101929707,28809,729442;Control1,Control3,Control6,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,105375690,2019,134285,389336,285987,1749,4004,105371927,5653,5650,729442;Control1,Control3,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,29991,389336,285987,4004,3502,25818,5653,5650,28809,729442;Control1,Control4,Control6,Control7,Control8,Control9,Control10,Control11,Control13,Control15,Control16,Control17
27237,283078,105371927;Control1,Control2,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16
27237,983;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control11,Control12,Control13,Control15,Control16
27237,27063,285987,4004,5653,5650,101929707,729442;Control3,Control4,Control5,Control6,Control8,Control10,Control11,Control12,Control13,Control15,Control16
27237,3832,105375610,983;Control1,Control2,Control3,Control4,Control5,Control6,Control11,Control12,Control13,Control15,Control16
27237,79733,105375610;Control1,Control2,Control3,Control4,Control5,Control6,Control8,Control9,Control11,Control12,Control13,Control16
27237,8538,2328,101927750,2019,134285,389336,285987,4004,105371927,5653,5650,729442;Control1,Control3,Control5,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control17
27237,6768,58,28946,285987,3502,5653,5650,28809,729442;Control1,Control3,Control4,Control7,Control8,Control9,Control10,Control11,Control12,Control15,Control16
27237,112937;Control1,Control2,Control3,Control4,Control5,Control6,Control8,Control9,Control11,Control12,Control13,Control15
27237,4973;Control1,Control3,Control4,Control5,Control6,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,23109;Control1,Control4,Control5,Control7,Control8,Control9,Control11,Control13,Control15,Control16,Control17
27237,112802,58,102467080,389336,285987,3881,5653,5650,729442;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control15,Control16
27237,3856,389336,354,5650;Control1,Control3,Control4,Control7,Control8,Control9,Control10,Control11,Control12,Control15,Control16,Control17
27237,113218482,115019,389336,105374986,3856;Control1,Control3,Control4,Control7,Control8,Control9,Control10,Control12,Control15,Control16,Control17
27237,3227,389336;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control12,Control13,Control15,Control16,Control17
27237,9787,79801;Control2,Control3,Control4,Control5,Control7,Control8,Control11,Control12,Control13,Control15,Control16
27237,5265,101929707;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control13,Control16
27237,3502,389336,354,5653,5650,28809;Control1,Control3,Control4,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16
27237,51203,983;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control11,Control13,Control15,Control16
27237,84419;Control1,Control3,Control4,Control5,Control8,Control9,Control11,Control13,Control15,Control16,Control17
27237,100126311,134285,3227,101929707;Control1,Control3,Control4,Control5,Control6,Control8,Control9,Control10,Control12,Control13,Control17
27237,145873,58,101927750,134285,389336,285987,1749,4004,115701,5653,5650,28809,729442;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13
27237,10942;Control1,Control2,Control3,Control4,Control6,Control7,Control8,Control10,Control12,Control13,Control16
27237,105371152,28946,134285,389336,285987,4004,3502,5653,5650,101929707,28809,729442;Control1,Control3,Control4,Control6,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,79801;Control1,Control2,Control3,Control4,Control5,Control7,Control8,Control11,Control12,Control13,Control15,Control16
27237,4166,115701;Control1,Control2,Control3,Control4,Control5,Control6,Control8,Control9,Control10,Control12,Control16
27237,9955;Control2,Control3,Control4,Control5,Control6,Control7,Control8,Control11,Control12,Control13,Control15,Control17
27237,10481,2019,134285,389336,285987,105371927,25818,5653,5650,729442;Control1,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control13,Control15,Control16,Control17
27237,105371927;Control1,Control2,Control3,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control16,Control17
27237,115701;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control16
27237,10437;Control3,Control4,Control5,Control6,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16
27237,354,389336,5653,5650;Control1,Control3,Control4,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,25818,389336,5653,5650;Control1,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,55655,134285,389336,285987,4004,3227,5653,5650,28809,729442;Control3,Control4,Control5,Control6,Control8,Control9,Control10,Control12,Control13,Control16,Control17
27237,54101,105371927;Control1,Control2,Control3,Control6,Control7,Control8,Control9,Control10,Control11,Control13,Control15,Control16,Control17
27237,64699,115019,134285,5307,389336,105374986,285987,4004,25818,5653,5650,101929707,28809,105373150,729442;Control1,Control4,Control5,Control7,Control8,Control10,Control11,Control12,Control13,Control16,Control17
27237,100874530;Control1,Control3,Control4,Control5,Control6,Control7,Control9,Control11,Control13,Control15,Control16
27237,51512;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control11,Control16
