genes;condiciones
27237,374946,6664;Control3,Control4,Control5,Control6,Control7,Control8,Control11,Control12,Control13,Control15,Control16,Control17
27237,864,2328,28946,2019,101927687,134285,285987,4004,3502,105371927,354,5653,5650,101929707,28809,729442;Control3,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,55057,389336,1749;Control1,Control3,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16
27237,55143,1058,105375610,157570,3832;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control9,Control11,Control12,Control13,Control15,Control16
27237,55635,27178,285643,54443,157570,983,51203,7153,101929707;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control11,Control12,Control13,Control16,Control17
27237,81607,389336,3502,354,5653,5650,28809;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control12,Control15,Control16,Control17
27237,2328,2019,134285,389336,285987,4004,3502,25818,5653,5650,101929707,28809,729442;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,259266,10460,9232;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control8,Control11,Control12,Control15,Control16
27237,554279,2328,2019,101927687,134285,389336,285987,4004,105371927,354,5653,5650,101929707,28809,729442;Control3,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,55765,1749;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16
27237,115019,2328,2019,134285,389336,105374986,285987,4004,25818,5653,5650,28809,729442;Control1,Control3,Control4,Control5,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,100422894,4973;Control1,Control3,Control4,Control5,Control7,Control8,Control9,Control10,Control11,Control15,Control16,Control17
27237,58,2328,2019,134285,389336,285987,4004,3502,145873,25818,5653,5650,101929707,28809,729442;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16
27237,6664;Control1,Control3,Control4,Control5,Control6,Control7,Control8,Control11,Control12,Control13,Control15,Control16,Control17
27237,1058,105375610;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control11,Control12,Control13,Control15,Control16
27237,101927750,134285,389336,285987,5653,5650,729442;Control1,Control2,Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control17
27237,101928173,5265;Control1,Control3,Control5,Control6,Control8,Control9,Control10,Control11,Control12,Control15,Control16,Control17
27237,28946,2328,2019,134285,389336,285987,4004,3502,25818,5653,5650,101929707,28809,729442;Control1,Control3,Control4,Control6,Control7,Control8,Control9,Control10,Control11,Control12,Control13,Control15,Control16,Control17
27237,731220,1749;Control3,Control4,Control5,Control6,Control7,Control8,Control9,Control11,Control12,Control13,Control15,Control17
